;mean;se;bias;cp;;mean;sd;bias;cp
424;5,446990741;2,311536531;0,81566358;1;;;;;
425;2,478784442;1,301516303;-0,173738519;1;;;;;
426;3,224241963;1,558543949;0,074747321;1;;;;;
427;1,371653534;0,927704549;-0,542782155;1;;;;;
428;2,615400465;1,351207775;-0,128199845;1;;;;;
429;2,602498808;1,263409272;-0,132500397;1;;;;;
430;4,104658298;1,704115772;0,368219433;1;;;;;
431;4,525695417;1,908626683;0,508565139;1;;;;;
432;1,408810817;1,000511417;-0,530396394;1;;;;;
433;3,768430562;1,639597823;0,256143521;1;;;;;
434;3,505295765;1,88722627;0,168431922;1;;;;;
435;3,875620812;1,958112359;0,291873604;1;;;;;
436;2,545228852;1,377625074;-0,151590383;1;;;;;
437;2,61685732;1,071419867;-0,127714227;1;;;;;
438;4,047367469;1,844938346;0,34912249;1;;;;;
439;3,860752144;1,521291651;0,286917381;1;;;;;
440;4,6977216;1,925523809;0,5659072;1;;;;;
441;7,170118522;2,789892121;1,390039507;1;;;;;
442;1,956206466;1,069023115;-0,347931178;1;;;;;
443;5,913324006;2,374098356;0,971108002;1;;;;;
444;4,720324059;2,019800883;0,573441353;1;;;;;
445;2,423196734;1,211787705;-0,192267755;1;;;;;
446;2,109716074;1,089785996;-0,296761309;1;;;;;
447;3,582653632;1,645293073;0,194217877;1;;;;;
448;3,941297768;1,693782328;0,313765923;1;;;;;
449;4,06023567;1,950139713;0,35341189;1;;;;;
450;2,16013058;1,30804422;-0,279956473;1;;;;;
451;4,536261866;2,018593863;0,512087289;1;;;;;
452;1,005750822;0,673992899;-0,664749726;0;;;;;
453;4,432492083;1,882426774;0,477497361;1;;;;;
454;2,824172826;1,417162534;-0,058609058;1;;;;;
455;3,994470392;1,634260046;0,331490131;1;;;;;
456;2,801562084;1,352307282;-0,066145972;1;;;;;
457;6,36377838;2,799484667;1,12125946;1;;;;;
458;5,689909472;2,544874946;0,896636491;1;;;;;
459;3,536618607;1,587905522;0,178872869;1;;;;;
460;1,288450916;0,845912459;-0,570516361;0;;;;;
461;2,595363023;1,250752506;-0,134878992;1;;;;;
462;2,247452491;1,138212614;-0,25084917;1;;;;;
463;2,563314722;1,564842361;-0,145561759;1;;;;;
464;1,457468065;0,965518944;-0,514177312;1;;;;;
465;6,202543024;2,58372101;1,067514341;1;;;;;
