;mean;se;bias;cp;mean;se;bias;cp;mean;se;bias;cp;;mean;sd;bias;cp;mean;sd;bias;cp;mean;sd;bias;cp
1;-0,935005585;0,067140771;-0,064994415;1;-0,95355711;0,072780462;0,0595079;1;-0,237402355;0,104135574;0,187011773;1;;-0,999320639;0,072019876;-0,000679361;0,951;-0,903691546;0,072313288;0,004101718;0,954;-0,205697793;0,105372449;0,028488966;0,956
2;-0,925603911;0,069774325;-0,074396089;1;-0,889843282;0,073374872;-0,011285242;1;-0,204605324;0,104283607;0,023026619;1;;;;;;;;;;;;;
3;-0,94752568;0,06680821;-0,05247432;1;-0,9577833;0,076472966;0,064203667;1;-0,390683107;0,104924471;0,953415535;1;;;;;;;;;;;;;
4;-0,900601559;0,063015364;-0,099398441;1;-0,834237454;0,068391802;-0,073069495;1;-0,291479153;0,097169182;0,457395765;1;;;;;;;;;;;;;
5;-1,060133613;0,070576252;0,060133613;1;-0,935517429;0,073785289;0,039463811;1;-0,105017207;0,102828305;-0,474913964;1;;;;;;;;;;;;;
6;-0,98487095;0,069903592;-0,01512905;1;-0,947745574;0,073208861;0,053050638;1;-0,128494958;0,102203391;-0,357525208;1;;;;;;;;;;;;;
7;-1,051383285;0,075474024;0,051383285;1;-0,996643204;0,077758538;0,107381338;1;-0,113441065;0,108508941;-0,432794675;1;;;;;;;;;;;;;
8;-0,955259697;0,072008493;-0,044740303;1;-0,985528894;0,07536991;0,095032104;1;-0,193110167;0,106830363;-0,034449167;1;;;;;;;;;;;;;
9;-0,95243806;0,074598869;-0,04756194;1;-0,960459639;0,076279612;0,067177376;1;-0,156658727;0,107002555;-0,216706364;1;;;;;;;;;;;;;
10;-1,030329354;0,083502933;0,030329354;1;-0,874110129;0,07658538;-0,028766524;1;0,038537391;0,113771185;-1,192686955;0;;;;;;;;;;;;;
11;-0,96643779;0,060538868;-0,03356221;1;-0,868568532;0,068813469;-0,034923853;1;-0,262928007;0,092700375;0,314640037;1;;;;;;;;;;;;;
12;-0,951700788;0,072471617;-0,048299212;1;-0,89439535;0,075020339;-0,006227388;1;-0,326293882;0,106622441;0,631469409;1;;;;;;;;;;;;;
