;mean;se;bias;cp;;;;;;;;;;mean;sd;bias;cp
364;0,788907815;1,009953909;-0,737030728;0;;;;;;;;;;;;;
365;1,585802775;1,426533054;-0,471399075;1;;;;;;;;;;;;;
366;4,980434349;2,990836407;0,660144783;1;;;;;;;;;;;;;
367;6,337700412;3,272049617;1,112566804;1;;;;;;;;;;;;;
368;2,060685469;1,402826214;-0,313104844;1;;;;;;;;;;;;;
369;2,141151475;2,054412361;-0,286282842;1;;;;;;;;;;;;;
370;0,408298345;0,867976214;-0,863900552;0;;;;;;;;;;;;;
371;3,9017734;2,011366145;0,300591133;1;;;;;;;;;;;;;
372;1,859903784;1,428554549;-0,380032072;1;;;;;;;;;;;;;
373;6,791147735;3,446125648;1,263715912;1;;;;;;;;;;;;;
374;1,386089917;1,16673663;-0,537970028;1;;;;;;;;;;;;;
375;3,841147304;2,308165244;0,280382435;1;;;;;;;;;;;;;
376;1,194762686;1,574077262;-0,601745771;1;;;;;;;;;;;;;
377;2,021762485;1,429114495;-0,326079172;1;;;;;;;;;;;;;
378;2,256585974;1,692540553;-0,247804675;1;;;;;;;;;;;;;
379;1,713163343;1,635864665;-0,428945552;1;;;;;;;;;;;;;
380;2,258819968;1,472397884;-0,247060011;1;;;;;;;;;;;;;
381;1,406734393;1,338951663;-0,531088536;1;;;;;;;;;;;;;
382;4,684275219;2,551563849;0,561425073;1;;;;;;;;;;;;;
383;0,876791126;1,042195143;-0,707736291;0;;;;;;;;;;;;;
384;2,712944994;1,745259213;-0,095685002;1;;;;;;;;;;;;;
