"";"x"
"195";0,48
"196";0,494
"197";0,47
"198";0,516
"199";0,516
"200";0,464
"201";0,52
"202";0,462
"203";0,494
"204";0,516
"205";0,466
"206";0,48
"207";0,488
"208";0,488
"209";0,484
"210";0,5
"211";0,484
"212";0,474
"213";0,548
"214";0,514
"215";0,504
"216";0,498
"217";0,446
"218";0,484
"219";0,502
"220";0,462
"221";0,502
"222";0,496
"223";0,476
"224";0,534
"225";0,53
"226";0,504
"227";0,474
"228";0,48
"229";0,456
"230";0,498
"231";0,478
"232";0,468
"233";0,534
"234";0,436
"235";0,526
"236";0,484
"237";0,492
"238";0,464
"239";0,488
"240";0,488
"241";0,482
"242";0,46
"243";0,474
"244";0,472
"245";0,486
"246";0,508
"247";0,438
"248";0,512
"249";0,458
"250";0,532
"251";0,48
"252";0,444
"253";0,452
"254";0,494
"255";0,524
"256";0,476
"257";0,504
"258";0,502
"259";0,502
"260";0,5
"261";0,494
"262";0,53
"263";0,466
"264";0,45
"265";0,532
"266";0,514
"267";0,54
"268";0,468
"269";0,478
"270";0,472
"271";0,504
"272";0,46
"273";0,492
"274";0,514
"275";0,51
"276";0,476
"277";0,51
"278";0,53
"279";0,526
"280";0,484
"281";0,488
"282";0,502
"283";0,5
"284";0,476
"285";0,456
"286";0,502
"287";0,478
"288";0,514
"289";0,474
"290";0,484
"291";0,48
"292";0,514
"293";0,466
"294";0,492
"295";0,498
"296";0,538
"297";0,478
"298";0,558
"299";0,472
"300";0,48
"301";0,472
"302";0,494
"303";0,498
"304";0,494
"305";0,502
"306";0,512
"307";0,506
"308";0,508
"309";0,478
"310";0,52
"311";0,526
"312";0,524
"313";0,48
"314";0,488
"315";0,486
"316";0,464
"317";0,528
"318";0,488
"319";0,502
"320";0,494
"321";0,518
"322";0,498
"323";0,584
"324";0,526
"325";0,514
"326";0,506
"327";0,48
"328";0,516
"329";0,504
"330";0,488
"331";0,474
"332";0,44
"333";0,518
"334";0,536
"335";0,514
"336";0,526
"337";0,51
"338";0,5
"339";0,55
"340";0,472
"341";0,522
"342";0,486
"343";0,52
"344";0,506
"345";0,498
"346";0,55
"347";0,488
"348";0,536
"349";0,472
"350";0,452
"351";0,498
"352";0,482
"353";0,548
"354";0,536
"355";0,462
"356";0,45
"357";0,484
"358";0,482
"359";0,512
"360";0,46
"361";0,498
"362";0,49
"363";0,514
"364";0,508
"365";0,536
"366";0,472
"367";0,434
"368";0,504
"369";0,49
"370";0,532
"371";0,506
"372";0,518
"373";0,498
"374";0,478
"375";0,48
"376";0,506
"377";0,438
"378";0,508
"379";0,51
"380";0,502
"381";0,488
"382";0,488
"383";0,548
"384";0,514
"385";0,496
"386";0,52
"387";0,444
"388";0,508
"389";0,478
"390";0,56
"391";0,482
"392";0,488
"393";0,498
"394";0,546
"395";0,502
"396";0,502
"397";0,522
"398";0,546
"399";0,534
"400";0,578
"401";0,462
"402";0,502
"403";0,456
"404";0,498
"405";0,52
"406";0,468
"407";0,512
"408";0,48
"409";0,488
"410";0,5
"411";0,468
"412";0,546
"413";0,448
"414";0,534
"415";0,512
"416";0,508
"417";0,46
"418";0,47
"419";0,472
"420";0,436
"421";0,502
"422";0,458
"423";0,496
"424";0,496
"425";0,488
"426";0,474
"427";0,488
"428";0,498
"429";0,468
"430";0,478
"431";0,49
"432";0,494
"433";0,486
"434";0,52
"435";0,534
"436";0,526
"437";0,422
"438";0,524
"439";0,444
"440";0,464
"441";0,49
"442";0,494
"443";0,488
"444";0,492
"445";0,472
"446";0,474
"447";0,494
"448";0,518
"449";0,554
"450";0,526
"451";0,524
"452";0,464
"453";0,49
"454";0,51
"455";0,462
"456";0,492
"457";0,53
"458";0,524
"459";0,492
"460";0,482
"461";0,496
"462";0,48
"463";0,574
"464";0,514
"465";0,502
"466";0,49
"467";0,514
"468";0,49
"469";0,506
"470";0,482
"471";0,436
"472";0,484
"473";0,536
"474";0,54
"475";0,486
"476";0,556
"477";0,516
"478";0,526
"479";0,49
"480";0,496
"481";0,468
"482";0,51
"483";0,528
"484";0,546
"485";0,49
"486";0,486
"487";0,472
"488";0,5
"489";0,522
"490";0,452
"491";0,534
"492";0,508
"493";0,448
"494";0,496
"495";0,446
"496";0,524
"497";0,512
"498";0,468
"499";0,514
"500";0,574
"501";0,494
"502";0,482
"503";0,52
"504";0,464
"505";0,498
"506";0,476
"507";0,484
"508";0,51
"509";0,438
"510";0,47
"511";0,5
"512";0,5
"513";0,484
"514";0,522
"515";0,54
"516";0,506
"517";0,484
"518";0,452
"519";0,522
"520";0,532
"521";0,524
"522";0,44
"523";0,518
"524";0,468
"525";0,536
"526";0,55
"527";0,49
"528";0,46
"529";0,484
"530";0,474
"531";0,526
"532";0,462
"533";0,518
"534";0,512
"535";0,482
"536";0,494
"537";0,488
"538";0,476
"539";0,496
"540";0,518
"541";0,502
"542";0,506
"543";0,5
"544";0,478
"545";0,514
"546";0,542
"547";0,528
"548";0,446
"549";0,528
"550";0,526
"551";0,504
"552";0,462
"553";0,494
"554";0,472
"555";0,474
"556";0,504
"557";0,464
"558";0,504
"559";0,502
"560";0,492
"561";0,518
"562";0,484
"563";0,504
"564";0,478
"565";0,468
"566";0,464
"567";0,462
"568";0,47
"569";0,498
"570";0,48
"571";0,492
"572";0,478
"573";0,468
"574";0,486
"575";0,55
"576";0,494
"577";0,524
"578";0,468
"579";0,458
"580";0,49
"581";0,506
"582";0,49
"583";0,484
"584";0,5
"585";0,472
"586";0,584
"587";0,524
"588";0,44
"589";0,52
"590";0,492
"591";0,462
"592";0,468
"593";0,498
"594";0,544
"595";0,512
"596";0,506
"597";0,49
"598";0,49
"599";0,43
"600";0,51
"601";0,45
"602";0,502
"603";0,466
"604";0,49
"605";0,484
"606";0,518
"607";0,506
"608";0,49
"609";0,504
"610";0,452
"611";0,462
"612";0,458
"613";0,484
"614";0,452
"615";0,478
"616";0,528
"617";0,466
"618";0,502
"619";0,516
"620";0,5
"621";0,466
"622";0,51
"623";0,532
"624";0,494
"625";0,502
"626";0,512
"627";0,518
"628";0,456
"629";0,536
"630";0,514
"631";0,496
"632";0,482
"633";0,452
"634";0,45
"635";0,5
"636";0,52
"637";0,478
"638";0,506
"639";0,47
"640";0,486
"641";0,484
"642";0,494
"643";0,482
"644";0,478
"645";0,556
"646";0,468
"647";0,488
"648";0,518
"649";0,494
"650";0,512
"651";0,508
"652";0,55
"653";0,48
"654";0,492
"655";0,522
"656";0,504
"657";0,484
"658";0,474
"659";0,492
"660";0,444
"661";0,5
"662";0,5
"663";0,48
"664";0,522
"665";0,524
"666";0,506
"667";0,512
"668";0,502
"669";0,5
"670";0,48
"671";0,504
"672";0,53
"673";0,484
"674";0,55
"675";0,48
"676";0,464
"677";0,488
"678";0,546
"679";0,496
"680";0,51
"681";0,498
"682";0,478
"683";0,414
"684";0,472
"685";0,482
"686";0,458
"687";0,52
"688";0,454
"689";0,538
"690";0,54
"691";0,526
"692";0,53
"693";0,558
"694";0,492
"695";0,48
"696";0,504
"697";0,546
"698";0,494
"699";0,456
"700";0,468
"701";0,5
"702";0,542
"703";0,482
"704";0,54
"705";0,51
"706";0,474
"707";0,5
"708";0,522
"709";0,484
"710";0,51
"711";0,498
"712";0,508
"713";0,516
"714";0,504
"715";0,556
"716";0,51
"717";0,516
"718";0,506
"719";0,53
"720";0,48
"721";0,548
"722";0,538
"723";0,45
"724";0,468
"725";0,5
"726";0,51
"727";0,454
"728";0,516
"729";0,448
"730";0,502
"731";0,518
"732";0,502
"733";0,518
"734";0,466
"735";0,532
"736";0,5
"737";0,478
"738";0,474
"739";0,51
"740";0,514
"741";0,48
"742";0,464
"743";0,488
"744";0,512
"745";0,476
"746";0,46
"747";0,512
"748";0,488
"749";0,468
"750";0,486
"751";0,494
"752";0,5
"753";0,522
"754";0,482
"755";0,502
"756";0,494
"757";0,48
"758";0,536
"759";0,458
"760";0,482
"761";0,476
"762";0,502
"763";0,468
"764";0,516
"765";0,482
"766";0,446
"767";0,454
"768";0,478
"769";0,484
"770";0,496
"771";0,478
"772";0,52
"773";0,534
"774";0,504
"775";0,452
"776";0,544
"777";0,54
"778";0,506
"779";0,476
"780";0,46
"781";0,472
"782";0,478
"783";0,494
"784";0,518
"785";0,522
"786";0,5
"787";0,498
"788";0,482
"789";0,596
"790";0,462
"791";0,502
"792";0,49
"793";0,5
"794";0,486
"795";0,544
"796";0,528
"797";0,472
"798";0,446
"799";0,486
"800";0,476
"801";0,474
"802";0,508
"803";0,476
"804";0,494
"805";0,472
"806";0,496
"807";0,46
"808";0,516
"809";0,454
"810";0,526
"811";0,508
"812";0,456
"813";0,51
"814";0,448
"815";0,494
"816";0,538
"817";0,458
"818";0,526
"819";0,476
"820";0,498
"821";0,546
"822";0,5
"823";0,474
"824";0,51
"825";0,526
"826";0,47
"827";0,504
"828";0,476
"829";0,564
"830";0,516
"831";0,436
"832";0,506
"833";0,468
"834";0,59
"835";0,522
"836";0,506
"837";0,49
"838";0,49
"839";0,492
"840";0,532
"841";0,466
"842";0,564
"843";0,484
"844";0,48
"845";0,508
"846";0,488
"847";0,55
"848";0,556
"849";0,482
"850";0,476
"851";0,492
"852";0,494
"853";0,496
"854";0,482
"855";0,49
"856";0,472
"857";0,506
"858";0,476
"859";0,458
"860";0,522
"861";0,466
"862";0,496
"863";0,434
"864";0,49
"865";0,514
"866";0,5
"867";0,496
"868";0,562
"869";0,502
"870";0,536
"871";0,49
"872";0,484
"873";0,554
"874";0,502
"875";0,484
"876";0,506
"877";0,53
"878";0,472
"879";0,544
"880";0,462
"881";0,522
"882";0,47
"883";0,494
"884";0,516
"885";0,5
"886";0,48
"887";0,502
"888";0,49
"889";0,492
"890";0,524
"891";0,526
"892";0,514
"893";0,526
"894";0,514
"895";0,51
"896";0,522
"897";0,462
"898";0,55
"899";0,522
"900";0,472
"901";0,52
"902";0,526
"903";0,51
"904";0,494
"905";0,498
"906";0,504
"907";0,532
"908";0,482
"909";0,472
"910";0,502
"911";0,476
"912";0,522
"913";0,484
"914";0,472
"915";0,49
"916";0,504
"917";0,478
"918";0,538
"919";0,486
"920";0,486
"921";0,45
"922";0,486
"923";0,514
"924";0,486
"925";0,514
"926";0,504
"927";0,528
"928";0,512
"929";0,496
"930";0,442
"931";0,512
"932";0,52
"933";0,488
"934";0,51
"935";0,464
"936";0,506
"937";0,526
"938";0,472
"939";0,498
"940";0,506
"941";0,504
"942";0,486
"943";0,466
"944";0,526
"945";0,5
"946";0,478
"947";0,524
"948";0,488
"949";0,47
"950";0,546
"951";0,444
"952";0,49
"953";0,436
"954";0,538
"955";0,458
"956";0,516
"957";0,536
"958";0,514
"959";0,464
"960";0,444
"961";0,46
"962";0,49
"963";0,454
"964";0,544
"965";0,508
"966";0,502
"967";0,494
"968";0,45
"969";0,48
"970";0,472
"971";0,494
"972";0,494
"973";0,504
"974";0,462
"975";0,468
"976";0,45
"977";0,492
"978";0,544
"979";0,482
"980";0,494
"981";0,49
"982";0,456
"983";0,522
"984";0,51
"985";0,51
"986";0,532
"987";0,512
"988";0,502
"989";0,492
"990";0,486
"991";0,488
"992";0,49
"993";0,478
"994";0,484
"995";0,462
"996";0,514
"997";0,48
"998";0,478
"999";0,492
"1000";0,49
