;mean;se;bias;cp;;;;;;;;;;mean;sd;bias;cp
228;0,686748766;0,208555379;0,373497533;1;;;;;;;;;;;;;
229;0,578549189;0,175668733;0,157098379;1;;;;;;;;;;;;;
230;0,977973165;0,265094792;0,955946331;1;;;;;;;;;;;;;
231;0,4682248;0,15103536;-0,063550399;1;;;;;;;;;;;;;
232;0,910777875;0,282879813;0,82155575;1;;;;;;;;;;;;;
233;0,505229615;0,173523808;0,01045923;1;;;;;;;;;;;;;
234;0,529776107;0,163164906;0,059552213;1;;;;;;;;;;;;;
235;0,881304876;0,283586487;0,762609751;1;;;;;;;;;;;;;
236;0,336856088;0,122827986;-0,326287823;1;;;;;;;;;;;;;
237;0,413059662;0,126778851;-0,173880675;1;;;;;;;;;;;;;
238;0,406169164;0,150221622;-0,187661671;1;;;;;;;;;;;;;
239;0,321951819;0,124719739;-0,356096363;1;;;;;;;;;;;;;
240;0,799952912;0,248613606;0,599905824;1;;;;;;;;;;;;;
241;0,657461972;0,184857668;0,314923944;1;;;;;;;;;;;;;
242;0,486471241;0,156796646;-0,027057518;1;;;;;;;;;;;;;
243;0,331624335;0,110103273;-0,336751329;1;;;;;;;;;;;;;
244;0,503535847;0,163758551;0,007071694;1;;;;;;;;;;;;;
245;0,586692612;0,190590862;0,173385224;1;;;;;;;;;;;;;
246;0,609688757;0,208127211;0,219377514;1;;;;;;;;;;;;;
247;0,522118491;0,172504194;0,044236981;1;;;;;;;;;;;;;
248;0,495040793;0,177303238;-0,009918414;1;;;;;;;;;;;;;
249;0,55739584;0,204955296;0,11479168;1;;;;;;;;;;;;;
250;0,09316451;0,042587358;-0,81367098;0;;;;;;;;;;;;;
251;0,566880811;0,194817629;0,133761622;1;;;;;;;;;;;;;
252;0,435966805;0,136388694;-0,12806639;1;;;;;;;;;;;;;
253;0,298312162;0,111326704;-0,403375677;1;;;;;;;;;;;;;
254;0,562493143;0,170979865;0,124986285;1;;;;;;;;;;;;;
255;0,490937934;0,153561065;-0,018124132;1;;;;;;;;;;;;;
256;0,333080236;0,122972877;-0,333839529;1;;;;;;;;;;;;;
257;0,709443396;0,191215972;0,418886792;1;;;;;;;;;;;;;
258;0,781160767;0,22094034;0,562321534;1;;;;;;;;;;;;;
259;0,426041162;0,135317595;-0,147917677;1;;;;;;;;;;;;;
260;0,465262961;0,167078042;-0,069474079;1;;;;;;;;;;;;;
261;0,714165316;0,229147725;0,428330631;1;;;;;;;;;;;;;
262;0,839119483;0,315853107;0,678238965;1;;;;;;;;;;;;;
263;0,40854439;0,140973898;-0,18291122;1;;;;;;;;;;;;;
264;0,746679868;0,270045634;0,493359735;1;;;;;;;;;;;;;
265;0,538981835;0,2189141;0,077963671;1;;;;;;;;;;;;;
266;0,376914918;0,13212749;-0,246170165;1;;;;;;;;;;;;;
267;0,428294211;0,167412676;-0,143411578;1;;;;;;;;;;;;;
268;0,373897753;0,134771766;-0,252204494;1;;;;;;;;;;;;;
269;0,506848653;0,138702463;0,013697306;1;;;;;;;;;;;;;
270;0,335368701;0,123070275;-0,329262598;1;;;;;;;;;;;;;
271;0,53272226;0,183292781;0,06544452;1;;;;;;;;;;;;;
272;0,384641085;0,144383043;-0,23071783;1;;;;;;;;;;;;;
273;0,290502399;0,10120278;-0,418995201;0;;;;;;;;;;;;;
274;0,643062928;0,220553804;0,286125857;1;;;;;;;;;;;;;
275;0,600178099;0,183591979;0,200356197;1;;;;;;;;;;;;;
276;0,534358198;0,158441599;0,068716396;1;;;;;;;;;;;;;
277;0,897924302;0,32792828;0,795848605;1;;;;;;;;;;;;;
278;0,43695336;0,149553748;-0,126093279;1;;;;;;;;;;;;;
279;0,329772209;0,126731556;-0,340455581;1;;;;;;;;;;;;;
280;0,51994433;0,154112461;0,03988866;1;;;;;;;;;;;;;
281;0,377170279;0,119655798;-0,245659442;1;;;;;;;;;;;;;
282;0,346210566;0,120445282;-0,307578869;1;;;;;;;;;;;;;
283;0,578953495;0,196730631;0,157906989;1;;;;;;;;;;;;;
284;0,499246354;0,166397293;-0,001507291;1;;;;;;;;;;;;;
285;0,39557197;0,129206205;-0,208856061;1;;;;;;;;;;;;;
286;0,294026996;0,099922339;-0,411946008;0;;;;;;;;;;;;;
287;0,99156992;0,372412076;0,98313984;1;;;;;;;;;;;;;
288;0,344794077;0,134656135;-0,310411845;1;;;;;;;;;;;;;
289;0,350118972;0,133623202;-0,299762057;1;;;;;;;;;;;;;
290;0,349863307;0,109623193;-0,300273387;1;;;;;;;;;;;;;
291;0,491797944;0,17109631;-0,016404111;1;;;;;;;;;;;;;
292;0,61782665;0,22805718;0,235653301;1;;;;;;;;;;;;;
293;0,6382427;0,207094967;0,276485399;1;;;;;;;;;;;;;
294;0,511280038;0,134877865;0,022560076;1;;;;;;;;;;;;;
295;0,423287444;0,130725207;-0,153425112;1;;;;;;;;;;;;;
296;0,772631568;0,224297605;0,545263136;1;;;;;;;;;;;;;
297;0,333503989;0,118575963;-0,332992023;1;;;;;;;;;;;;;
298;0,435312938;0,141225912;-0,129374124;1;;;;;;;;;;;;;
299;0,490829348;0,160324219;-0,018341305;1;;;;;;;;;;;;;
300;0,400311483;0,176163735;-0,199377034;1;;;;;;;;;;;;;
301;0,997787495;0,292076544;0,99557499;1;;;;;;;;;;;;;
302;0,917054284;0,242732123;0,834108569;1;;;;;;;;;;;;;
303;0,625714622;0,184979994;0,251429243;1;;;;;;;;;;;;;
304;1,057956009;0,308919302;1,115912017;1;;;;;;;;;;;;;
305;0,308838183;0,122625153;-0,382323633;1;;;;;;;;;;;;;
306;0,424909165;0,149366575;-0,15018167;1;;;;;;;;;;;;;
307;0,709551996;0,219769781;0,419103991;1;;;;;;;;;;;;;
308;0,54090378;0,173742748;0,08180756;1;;;;;;;;;;;;;
309;0,462227022;0,154070076;-0,075545956;1;;;;;;;;;;;;;
310;0,583249496;0,175731579;0,166498993;1;;;;;;;;;;;;;
311;0,698166382;0,237458711;0,396332764;1;;;;;;;;;;;;;
312;0,615431348;0,199369608;0,230862697;1;;;;;;;;;;;;;
313;0,434883836;0,140545894;-0,130232328;1;;;;;;;;;;;;;
314;0,551814978;0,14988383;0,103629957;1;;;;;;;;;;;;;
315;0,587483357;0,175068182;0,174966714;1;;;;;;;;;;;;;
316;0,240234111;0,113594577;-0,519531778;0;;;;;;;;;;;;;
317;0,643293235;0,224982287;0,28658647;1;;;;;;;;;;;;;
318;0,618871954;0,207773553;0,237743908;1;;;;;;;;;;;;;
319;0,441158473;0,13907458;-0,117683054;1;;;;;;;;;;;;;
320;0,579660138;0,202904202;0,159320277;1;;;;;;;;;;;;;
321;0,447750834;0,122052945;-0,104498332;1;;;;;;;;;;;;;
322;0,436932283;0,135609963;-0,126135433;1;;;;;;;;;;;;;
323;0,363473487;0,116258596;-0,273053025;1;;;;;;;;;;;;;
324;0,828145902;0,273972165;0,656291804;1;;;;;;;;;;;;;
325;0,624808017;0,17953508;0,249616035;1;;;;;;;;;;;;;
326;0,288823849;0,098330979;-0,422352303;0;;;;;;;;;;;;;
327;0,467536861;0,14550285;-0,064926278;1;;;;;;;;;;;;;
328;0,410073434;0,138151069;-0,179853132;1;;;;;;;;;;;;;
329;0,447646235;0,144802746;-0,104707531;1;;;;;;;;;;;;;
330;0,371224519;0,121245504;-0,257550963;1;;;;;;;;;;;;;
331;0,345610837;0,144644138;-0,308778325;1;;;;;;;;;;;;;
332;0,668596226;0,204793812;0,337192453;1;;;;;;;;;;;;;
333;0,424915966;0,129549159;-0,150168068;1;;;;;;;;;;;;;
334;0,352117827;0,12722371;-0,295764347;1;;;;;;;;;;;;;
335;0,442472472;0,143765061;-0,115055056;1;;;;;;;;;;;;;
336;0,705768384;0,233449343;0,411536768;1;;;;;;;;;;;;;
337;0,217752116;0,082966532;-0,564495768;0;;;;;;;;;;;;;
338;0,294888603;0,12737316;-0,410222794;1;;;;;;;;;;;;;
339;0,401019463;0,15583261;-0,197961074;1;;;;;;;;;;;;;
340;0,358233648;0,12002883;-0,283532704;1;;;;;;;;;;;;;
341;0,632977066;0,192272829;0,265954132;1;;;;;;;;;;;;;
342;0,47923052;0,157029117;-0,041538959;1;;;;;;;;;;;;;
343;0,491312321;0,205298419;-0,017375358;1;;;;;;;;;;;;;
344;0,399154406;0,12998757;-0,201691188;1;;;;;;;;;;;;;
345;0,743675848;0,249075908;0,487351696;1;;;;;;;;;;;;;
346;0,362921337;0,13915103;-0,274157327;1;;;;;;;;;;;;;
347;0,397863941;0,122923989;-0,204272117;1;;;;;;;;;;;;;
348;0,381545546;0,130916204;-0,236908908;1;;;;;;;;;;;;;
349;0,287621878;0,097438801;-0,424756245;0;;;;;;;;;;;;;
350;0,322283775;0,121143965;-0,355432449;1;;;;;;;;;;;;;
351;0,837078348;0,252398587;0,674156696;1;;;;;;;;;;;;;
352;0,581704952;0,223607832;0,163409904;1;;;;;;;;;;;;;
353;0,289239433;0,085952069;-0,421521134;0;;;;;;;;;;;;;
354;0,555679791;0,175054343;0,111359582;1;;;;;;;;;;;;;
355;0,4196311;0,145217425;-0,160737801;1;;;;;;;;;;;;;
356;0,263047385;0,082336166;-0,473905231;0;;;;;;;;;;;;;
357;0,609815867;0,226069629;0,219631734;1;;;;;;;;;;;;;
358;0,30517718;0,11058367;-0,38964564;1;;;;;;;;;;;;;
359;0,362751156;0,11000695;-0,274497688;1;;;;;;;;;;;;;
360;0,518539238;0,207134149;0,037078475;1;;;;;;;;;;;;;
