;mean;se;bias;cp;;;;;;;;;;mean;sd;bias;cp
91;0,962123044;1,05878553;0,924246088;1;;;;;;;;;;;;;
92;0,229642327;0,300208668;-0,540715346;1;;;;;;;;;;;;;
93;0,181136606;0,165783454;-0,637726788;1;;;;;;;;;;;;;
94;2,584939696;2,461122695;4,169879393;1;;;;;;;;;;;;;
95;0,6910684;0,6008438;0,3821368;1;;;;;;;;;;;;;
96;0,146856886;0,181623846;-0,706286227;1;;;;;;;;;;;;;
97;0,340465513;0,491665398;-0,319068974;1;;;;;;;;;;;;;
98;0,260788631;0,311608087;-0,478422738;1;;;;;;;;;;;;;
99;0,09508691;0,129950993;-0,809826179;0;;;;;;;;;;;;;
100;0,199454533;0,322635488;-0,601090935;1;;;;;;;;;;;;;
101;0,087491037;0,105174877;-0,825017925;0;;;;;;;;;;;;;
102;0,46241416;0,455415835;-0,075171681;1;;;;;;;;;;;;;
103;0,517216395;0,409013245;0,03443279;1;;;;;;;;;;;;;
104;4,655942424;7,177459163;8,311884849;1;;;;;;;;;;;;;
105;1,252963632;1,323812092;1,505927265;1;;;;;;;;;;;;;
106;0,742280658;0,625804887;0,484561316;1;;;;;;;;;;;;;
107;0,258457428;0,207399559;-0,483085143;1;;;;;;;;;;;;;
108;0,213497279;0,214018067;-0,573005441;1;;;;;;;;;;;;;
109;0,458227046;0,414574526;-0,083545908;1;;;;;;;;;;;;;
110;0,35211037;0,288820333;-0,295779261;1;;;;;;;;;;;;;
111;0,141514536;0,227244219;-0,716970929;1;;;;;;;;;;;;;
112;0,098815971;0,16204205;-0,802368059;0;;;;;;;;;;;;;
113;0,058461123;0,121147253;-0,883077755;0;;;;;;;;;;;;;
114;0,161569911;0,120959347;-0,676860177;0;;;;;;;;;;;;;
115;0,293620587;0,37100498;-0,412758826;1;;;;;;;;;;;;;
116;0,554997537;0,485978966;0,109995073;1;;;;;;;;;;;;;
117;0,233598055;0,282305148;-0,53280389;1;;;;;;;;;;;;;
118;0,071067994;0,107704063;-0,857864012;0;;;;;;;;;;;;;
119;0,489333094;0,572161341;-0,021333813;1;;;;;;;;;;;;;
120;0,462623981;0,373679932;-0,074752038;1;;;;;;;;;;;;;
121;0,164294451;0,202312335;-0,671411097;1;;;;;;;;;;;;;
122;0,908167781;1,117582922;0,816335562;1;;;;;;;;;;;;;
123;0,273594776;0,24030069;-0,452810448;1;;;;;;;;;;;;;
124;0,689726278;0,691481844;0,379452556;1;;;;;;;;;;;;;
125;0,5762109;0,4099099;0,1524218;1;;;;;;;;;;;;;
126;0,341056186;0,395567451;-0,317887627;1;;;;;;;;;;;;;
127;0,166131594;0,14932387;-0,667736812;0;;;;;;;;;;;;;
128;0,483402957;0,433898634;-0,033194085;1;;;;;;;;;;;;;
129;0,384013079;0,360841661;-0,231973841;1;;;;;;;;;;;;;
130;0,838510797;1,546926999;0,677021593;1;;;;;;;;;;;;;
131;0,268426347;0,240491457;-0,463147305;1;;;;;;;;;;;;;
132;0,563958938;0,809199295;0,127917876;1;;;;;;;;;;;;;
133;0,557131364;0,765760839;0,114262728;1;;;;;;;;;;;;;
134;0,658563411;0,628132913;0,317126823;1;;;;;;;;;;;;;
135;0,082548807;0,124549508;-0,834902385;0;;;;;;;;;;;;;
136;0,336419137;0,294098542;-0,327161726;1;;;;;;;;;;;;;
137;0,233664377;0,281055947;-0,532671246;1;;;;;;;;;;;;;
138;1,311065376;1,028911103;1,622130752;1;;;;;;;;;;;;;
139;0,017936918;0,031421617;-0,964126165;0;;;;;;;;;;;;;
140;0,70621434;0,641120478;0,41242868;1;;;;;;;;;;;;;
141;0,094270472;0,157081566;-0,811459057;0;;;;;;;;;;;;;
142;0,016228968;0,022330393;-0,967542064;0;;;;;;;;;;;;;
143;0,103916105;0,108220264;-0,79216779;0;;;;;;;;;;;;;
144;0,03385467;0,045244815;-0,932290661;0;;;;;;;;;;;;;
145;2,355885218;2,563490876;3,711770436;1;;;;;;;;;;;;;
146;0,235836578;0,296989647;-0,528326845;1;;;;;;;;;;;;;
147;3,303606756;2,891034589;5,607213512;1;;;;;;;;;;;;;
148;0,103655674;0,097113374;-0,792688653;0;;;;;;;;;;;;;
149;0,178624469;0,223459922;-0,642751062;1;;;;;;;;;;;;;
150;0,010708768;0,013895217;-0,978582464;0;;;;;;;;;;;;;
151;0,439113456;0,310406897;-0,121773088;1;;;;;;;;;;;;;
152;0,516824601;0,359731862;0,033649201;1;;;;;;;;;;;;;
153;0,269380461;0,376476361;-0,461239078;1;;;;;;;;;;;;;
154;0,034957445;0,057881825;-0,93008511;0;;;;;;;;;;;;;
155;1,615264633;1,602882056;2,230529267;1;;;;;;;;;;;;;
156;0,530067998;0,551030255;0,060135996;1;;;;;;;;;;;;;
157;0,059294733;0,06825573;-0,881410534;0;;;;;;;;;;;;;
158;0,023223725;0,03460666;-0,953552549;0;;;;;;;;;;;;;
159;0,570641861;0,625713775;0,141283723;1;;;;;;;;;;;;;
160;0,109797543;0,154761155;-0,780404913;0;;;;;;;;;;;;;
161;0,634726178;0,568865434;0,269452355;1;;;;;;;;;;;;;
162;0,336427669;0,334755779;-0,327144661;1;;;;;;;;;;;;;
163;0,175037163;0,201335;-0,649925673;1;;;;;;;;;;;;;
164;0,079968134;0,114603302;-0,840063731;0;;;;;;;;;;;;;
165;0,16375934;0,176235897;-0,672481319;1;;;;;;;;;;;;;
166;0,383787829;0,351442152;-0,232424342;1;;;;;;;;;;;;;
167;0,361961846;0,413499319;-0,276076307;1;;;;;;;;;;;;;
168;0,617525101;0,490344506;0,235050203;1;;;;;;;;;;;;;
169;0,007705826;0,00925339;-0,984588348;0;;;;;;;;;;;;;
170;0,017532056;0,029674904;-0,964935889;0;;;;;;;;;;;;;
171;0,194849004;0,2390177;-0,610301993;1;;;;;;;;;;;;;
172;0,177971892;0,162946121;-0,644056216;0;;;;;;;;;;;;;
173;1,073086327;1,221134999;1,146172655;1;;;;;;;;;;;;;
174;0,005555351;0,004843429;-0,988889298;0;;;;;;;;;;;;;
175;0,493411126;0,463105941;-0,013177748;1;;;;;;;;;;;;;
176;0,172664554;0,204875016;-0,654670891;1;;;;;;;;;;;;;
177;0,056812112;0,087541485;-0,886375776;0;;;;;;;;;;;;;
178;0,297660122;0,350320424;-0,404679757;1;;;;;;;;;;;;;
179;0,029994516;0,039170737;-0,940010968;0;;;;;;;;;;;;;
180;0,326628753;0,238655939;-0,346742494;1;;;;;;;;;;;;;
181;0,365660343;0,350165417;-0,268679315;1;;;;;;;;;;;;;
182;0,285371705;0,38540218;-0,42925659;1;;;;;;;;;;;;;
183;0,209667561;0,187712473;-0,580664878;1;;;;;;;;;;;;;
184;0,042885483;0,061416842;-0,914229034;0;;;;;;;;;;;;;
185;0,037992174;0,054540973;-0,924015652;0;;;;;;;;;;;;;
186;1,124911368;0,810231776;1,249822736;1;;;;;;;;;;;;;
187;0,018801396;0,031492336;-0,962397208;0;;;;;;;;;;;;;
188;0,017403343;0,02529108;-0,965193315;0;;;;;;;;;;;;;
189;0,011033063;0,014353235;-0,977933875;0;;;;;;;;;;;;;
190;0,107369419;0,149079412;-0,785261161;0;;;;;;;;;;;;;
191;0,608485141;0,53473666;0,216970281;1;;;;;;;;;;;;;
192;0,135363189;0,177191675;-0,729273623;0;;;;;;;;;;;;;
193;0,576124911;0,719060135;0,152249821;1;;;;;;;;;;;;;
194;0,87945991;0,780828332;0,75891982;1;;;;;;;;;;;;;
195;0,887778386;0,8521973;0,775556772;1;;;;;;;;;;;;;
196;0,404289546;0,271638113;-0,191420908;1;;;;;;;;;;;;;
197;1,490016978;1,900634315;1,980033956;1;;;;;;;;;;;;;
198;1,131460238;0,814232203;1,262920476;1;;;;;;;;;;;;;
199;0,113582903;0,143487531;-0,772834194;0;;;;;;;;;;;;;
200;0,744693022;1,216888017;0,489386043;1;;;;;;;;;;;;;
201;0,332121296;0,408054757;-0,335757408;1;;;;;;;;;;;;;
202;0,495371945;0,520871589;-0,009256111;1;;;;;;;;;;;;;
203;0,309947787;0,390273627;-0,380104427;1;;;;;;;;;;;;;
204;0,753299964;0,547642321;0,506599927;1;;;;;;;;;;;;;
205;0,259924408;0,327767448;-0,480151185;1;;;;;;;;;;;;;
206;0,305300227;0,238285284;-0,389399545;1;;;;;;;;;;;;;
207;0,211282168;0,200685858;-0,577435665;1;;;;;;;;;;;;;
208;0,077181875;0,095301867;-0,845636249;0;;;;;;;;;;;;;
209;0,113134322;0,114203324;-0,773731355;0;;;;;;;;;;;;;
210;0,157391362;0,176450056;-0,685217276;1;;;;;;;;;;;;;
211;2,035497862;2,048877587;3,070995723;1;;;;;;;;;;;;;
212;0,039498041;0,065721799;-0,921003918;0;;;;;;;;;;;;;
213;4,464266283;6,391749895;7,928532565;1;;;;;;;;;;;;;
214;0,345574888;0,336626227;-0,308850224;1;;;;;;;;;;;;;
215;0,35294693;0,423521025;-0,294106139;1;;;;;;;;;;;;;
216;0,158370975;0,255941824;-0,683258051;1;;;;;;;;;;;;;
217;0,177335249;0,204613331;-0,645329502;1;;;;;;;;;;;;;
218;0,705686569;0,738136913;0,411373138;1;;;;;;;;;;;;;
219;0,011492968;0,017073262;-0,977014064;0;;;;;;;;;;;;;
220;0,197896349;0,314035539;-0,604207303;1;;;;;;;;;;;;;
221;0,006770662;0,007483589;-0,986458677;0;;;;;;;;;;;;;
222;0,294907196;0,27923841;-0,410185609;1;;;;;;;;;;;;;
223;0,222636328;0,191863572;-0,554727343;1;;;;;;;;;;;;;
224;0,36799236;0,280511493;-0,26401528;1;;;;;;;;;;;;;
225;0,402718234;0,596601747;-0,194563532;1;;;;;;;;;;;;;
226;0,170527934;0,212910964;-0,658944131;1;;;;;;;;;;;;;
227;0,019551336;0,032551897;-0,960897328;0;;;;;;;;;;;;;
228;0,37218091;0,364514506;-0,25563818;1;;;;;;;;;;;;;
229;0,073069058;0,107078128;-0,853861884;0;;;;;;;;;;;;;
230;0,431165411;0,343734769;-0,137669178;1;;;;;;;;;;;;;
231;0,113256305;0,155438312;-0,773487389;0;;;;;;;;;;;;;
232;0,026543514;0,047890166;-0,946912971;0;;;;;;;;;;;;;
233;0,624579328;0,510375785;0,249158656;1;;;;;;;;;;;;;
234;0,162687426;0,225000817;-0,674625148;1;;;;;;;;;;;;;
235;0,019748269;0,029477087;-0,960503462;0;;;;;;;;;;;;;
236;1,936791671;2,292722364;2,873583342;1;;;;;;;;;;;;;
237;0,003053241;0,001248068;-0,993893517;0;;;;;;;;;;;;;
238;0,57611333;0,856036306;0,15222666;1;;;;;;;;;;;;;
239;1,329569694;1,675818628;1,659139388;1;;;;;;;;;;;;;
240;1,061815896;1,496227349;1,123631793;1;;;;;;;;;;;;;
241;0,444559462;0,37921723;-0,110881076;1;;;;;;;;;;;;;
242;0,203182904;0,185458279;-0,593634193;1;;;;;;;;;;;;;
243;0,754624939;0,901346667;0,509249879;1;;;;;;;;;;;;;
244;0,20574739;0,176370913;-0,58850522;1;;;;;;;;;;;;;
245;1,027342485;0,889402387;1,05468497;1;;;;;;;;;;;;;
246;0,923611373;1,09738253;0,847222747;1;;;;;;;;;;;;;
247;0,131416592;0,132646585;-0,737166816;0;;;;;;;;;;;;;
248;0,652290862;0,747674003;0,304581725;1;;;;;;;;;;;;;
249;1,644960483;1,426551916;2,289920967;1;;;;;;;;;;;;;
250;0,193804297;0,223222766;-0,612391405;1;;;;;;;;;;;;;
251;0,228631588;0,361071435;-0,542736825;1;;;;;;;;;;;;;
252;0,319515937;0,330795836;-0,360968126;1;;;;;;;;;;;;;
253;0,006618365;0,006239198;-0,986763269;0;;;;;;;;;;;;;
254;0,944545276;1,173784601;0,889090552;1;;;;;;;;;;;;;
255;0,068490016;0,105925584;-0,863019967;0;;;;;;;;;;;;;
256;0,346484367;0,385858462;-0,307031265;1;;;;;;;;;;;;;
257;0,058321112;0,097958098;-0,883357775;0;;;;;;;;;;;;;
258;0,184157718;0,219003854;-0,631684563;1;;;;;;;;;;;;;
259;0,576457325;0,447238978;0,15291465;1;;;;;;;;;;;;;
260;0,456871167;0,72618199;-0,086257666;1;;;;;;;;;;;;;
261;0,116921204;0,167131314;-0,766157591;0;;;;;;;;;;;;;
262;0,130873928;0,166226403;-0,738252145;0;;;;;;;;;;;;;
263;1,0631653;0,739164504;1,126330599;1;;;;;;;;;;;;;
264;0,165944615;0,160367201;-0,668110769;0;;;;;;;;;;;;;
265;0,292871216;0,362514596;-0,414257567;1;;;;;;;;;;;;;
266;0,022375424;0,031386239;-0,955249151;0;;;;;;;;;;;;;
267;0,013929115;0,02005615;-0,972141771;0;;;;;;;;;;;;;
268;0,172016364;0,129802275;-0,655967271;0;;;;;;;;;;;;;
269;0,009693706;0,012656162;-0,980612587;0;;;;;;;;;;;;;
270;0,329002137;0,406784576;-0,341995726;1;;;;;;;;;;;;;
271;0,106300088;0,150244284;-0,787399824;0;;;;;;;;;;;;;
272;0,148380241;0,225677069;-0,703239517;1;;;;;;;;;;;;;
273;0,649141382;1,244896503;0,298282764;1;;;;;;;;;;;;;
274;0,170388079;0,154291382;-0,659223841;0;;;;;;;;;;;;;
275;3,117058652;3,054272836;5,234117305;1;;;;;;;;;;;;;
276;0,018506346;0,037511181;-0,962987309;0;;;;;;;;;;;;;
277;0,032123286;0,042143834;-0,935753429;0;;;;;;;;;;;;;
278;0,037443337;0,053253049;-0,925113326;0;;;;;;;;;;;;;
279;0,043954343;0,09969513;-0,912091315;0;;;;;;;;;;;;;
280;0,321227254;0,555814297;-0,357545492;1;;;;;;;;;;;;;
281;0,126320843;0,165808651;-0,747358314;0;;;;;;;;;;;;;
282;0,578466969;0,721794335;0,156933938;1;;;;;;;;;;;;;
283;2,020027179;1,849371226;3,040054358;1;;;;;;;;;;;;;
284;0,067914256;0,084274418;-0,864171488;0;;;;;;;;;;;;;
285;0,613107661;0,525717896;0,226215322;1;;;;;;;;;;;;;
286;0,309749048;0,270791306;-0,380501905;1;;;;;;;;;;;;;
287;0,2615515;0,201360104;-0,476897;1;;;;;;;;;;;;;
288;0,279751573;0,249341124;-0,440496853;1;;;;;;;;;;;;;
289;0,103932849;0,125836282;-0,792134302;0;;;;;;;;;;;;;
290;0,226867152;0,338230865;-0,546265696;1;;;;;;;;;;;;;
291;0,052388792;0,075800999;-0,895222416;0;;;;;;;;;;;;;
292;0,199317975;0,321464788;-0,601364051;1;;;;;;;;;;;;;
293;0,322536383;0,383734113;-0,354927234;1;;;;;;;;;;;;;
294;0,202292742;0,308850169;-0,595414517;1;;;;;;;;;;;;;
295;0,159545163;0,199875732;-0,680909675;1;;;;;;;;;;;;;
296;0,017734921;0,02840532;-0,964530158;0;;;;;;;;;;;;;
297;0,699395546;0,73694973;0,398791093;1;;;;;;;;;;;;;
298;0,080933002;0,116823667;-0,838133995;0;;;;;;;;;;;;;
299;0,07485766;0,081605726;-0,85028468;0;;;;;;;;;;;;;
300;0,010832285;0,015706012;-0,97833543;0;;;;;;;;;;;;;
301;0,007127401;0,008913418;-0,985745199;0;;;;;;;;;;;;;
302;0,127567413;0,150107263;-0,744865175;0;;;;;;;;;;;;;
303;2,302816652;2,080460242;3,605633305;1;;;;;;;;;;;;;
304;0,369587436;0,329960096;-0,260825128;1;;;;;;;;;;;;;
305;0,124804859;0,116744092;-0,750390283;0;;;;;;;;;;;;;
306;0,622544201;0,836513421;0,245088402;1;;;;;;;;;;;;;
307;2,708069871;3,789789913;4,416139742;1;;;;;;;;;;;;;
308;0,670900009;0,596250902;0,341800017;1;;;;;;;;;;;;;
309;0,019728646;0,04309597;-0,960542707;0;;;;;;;;;;;;;
310;1,632122679;2,820390097;2,264245358;1;;;;;;;;;;;;;
311;0,276933326;0,212056498;-0,446133349;1;;;;;;;;;;;;;
312;0,427581814;0,365915064;-0,144836371;1;;;;;;;;;;;;;
313;0,041028903;0,058338731;-0,917942195;0;;;;;;;;;;;;;
314;3,110914556;3,638292491;5,221829112;1;;;;;;;;;;;;;
315;0,339311569;0,340578092;-0,321376862;1;;;;;;;;;;;;;
316;0,076023609;0,108870013;-0,847952782;0;;;;;;;;;;;;;
317;0,316584898;0,517188681;-0,366830205;1;;;;;;;;;;;;;
318;0,146596468;0,177250403;-0,706807064;0;;;;;;;;;;;;;
319;0,109897435;0,114187166;-0,780205129;0;;;;;;;;;;;;;
320;0,081675148;0,14292556;-0,836649704;0;;;;;;;;;;;;;
321;0,787172564;0,854865228;0,574345127;1;;;;;;;;;;;;;
322;0,893395553;1,059292296;0,786791107;1;;;;;;;;;;;;;
323;0,343922857;0,385262668;-0,312154285;1;;;;;;;;;;;;;
324;0,397609473;0,400993446;-0,204781054;1;;;;;;;;;;;;;
325;0,323970491;0,285345431;-0,352059017;1;;;;;;;;;;;;;
326;0,007050408;0,008040291;-0,985899184;0;;;;;;;;;;;;;
327;0,142296679;0,158592794;-0,715406642;0;;;;;;;;;;;;;
328;0,078049367;0,09804211;-0,843901266;0;;;;;;;;;;;;;
329;1,875286108;2,383790788;2,750572216;1;;;;;;;;;;;;;
330;0,09135581;0,080455187;-0,81728838;0;;;;;;;;;;;;;
331;1,01239738;0,991315093;1,024794759;1;;;;;;;;;;;;;
332;0,629672557;0,472847495;0,259345114;1;;;;;;;;;;;;;
333;0,040164318;0,060390216;-0,919671363;0;;;;;;;;;;;;;
334;0,079123787;0,131202161;-0,841752426;0;;;;;;;;;;;;;
335;0,062440215;0,081177814;-0,87511957;0;;;;;;;;;;;;;
336;3,84252446;5,918963928;6,68504892;1;;;;;;;;;;;;;
337;0,164737936;0,187278473;-0,670524127;1;;;;;;;;;;;;;
338;0,360204324;0,49095735;-0,279591351;1;;;;;;;;;;;;;
339;0,129521393;0,150629725;-0,740957213;0;;;;;;;;;;;;;
340;0,192996504;0,206707521;-0,614006991;1;;;;;;;;;;;;;
341;0,288442609;0,367960016;-0,423114783;1;;;;;;;;;;;;;
342;0,301448057;0,289106026;-0,397103885;1;;;;;;;;;;;;;
343;0,199022249;0,204242412;-0,601955502;1;;;;;;;;;;;;;
344;0,337520378;0,523570069;-0,324959244;1;;;;;;;;;;;;;
345;0,503834783;0,368223785;0,007669567;1;;;;;;;;;;;;;
346;0,724757389;0,728089237;0,449514777;1;;;;;;;;;;;;;
347;0,024674841;0,043001166;-0,950650318;0;;;;;;;;;;;;;
348;0,416285495;0,469213992;-0,167429011;1;;;;;;;;;;;;;
349;0,305093067;0,382253993;-0,389813866;1;;;;;;;;;;;;;
350;0,075147886;0,124804729;-0,849704229;0;;;;;;;;;;;;;
351;0,105337407;0,140940619;-0,789325186;0;;;;;;;;;;;;;
352;0,007303688;0,008538694;-0,985392624;0;;;;;;;;;;;;;
353;0,057600953;0,084576302;-0,884798095;0;;;;;;;;;;;;;
354;0,020551365;0,024649511;-0,958897269;0;;;;;;;;;;;;;
355;0,180299245;0,212808903;-0,63940151;1;;;;;;;;;;;;;
356;0,131315379;0,143748521;-0,737369242;0;;;;;;;;;;;;;
357;0,591826947;0,573432113;0,183653895;1;;;;;;;;;;;;;
358;0,003561857;0,001618524;-0,992876287;0;;;;;;;;;;;;;
359;0,105379195;0,20338857;-0,789241609;1;;;;;;;;;;;;;
360;0,267517604;0,293069921;-0,464964792;1;;;;;;;;;;;;;
361;0,006690123;0,006466099;-0,986619755;0;;;;;;;;;;;;;
362;0,029178115;0,040752007;-0,941643771;0;;;;;;;;;;;;;
363;0,01769109;0,025203324;-0,96461782;0;;;;;;;;;;;;;
364;0,009850971;0,015382226;-0,980298058;0;;;;;;;;;;;;;
365;0,419495916;0,696931836;-0,161008168;1;;;;;;;;;;;;;
366;0,294370262;0,266557676;-0,411259477;1;;;;;;;;;;;;;
367;0,291740781;0,277266832;-0,416518437;1;;;;;;;;;;;;;
368;0,061423113;0,080634688;-0,877153775;0;;;;;;;;;;;;;
369;1,338777275;1,080966104;1,677554551;1;;;;;;;;;;;;;
370;0,043418032;0,078937921;-0,913163936;0;;;;;;;;;;;;;
371;0,195526774;0,158228567;-0,608946452;1;;;;;;;;;;;;;
372;0,177406476;0,151590221;-0,645187047;0;;;;;;;;;;;;;
373;0,05659182;0,078845314;-0,886816361;0;;;;;;;;;;;;;
374;0,038087915;0,056909939;-0,923824171;0;;;;;;;;;;;;;
375;0,063614899;0,060047677;-0,872770202;0;;;;;;;;;;;;;
376;0,136945812;0,149645154;-0,726108377;0;;;;;;;;;;;;;
377;0,831090391;0,818972533;0,662180783;1;;;;;;;;;;;;;
378;0,247957807;0,249404677;-0,504084386;1;;;;;;;;;;;;;
379;0,077894427;0,086148133;-0,844211146;0;;;;;;;;;;;;;
380;0,445100931;0,4301939;-0,109798137;1;;;;;;;;;;;;;
381;0,452101674;0,360777953;-0,095796651;1;;;;;;;;;;;;;
382;0,125587143;0,173979229;-0,748825714;0;;;;;;;;;;;;;
383;0,016809123;0,02894389;-0,966381754;0;;;;;;;;;;;;;
384;0,015784165;0,026710091;-0,968431669;0;;;;;;;;;;;;;
385;0,474280438;0,296740686;-0,051439123;1;;;;;;;;;;;;;
