;mean;se;bias;cp;mean;se;bias;cp;mean;se;bias;cp
39;-0,996986784;0,066986125;-0,003013216;1;-0,524789397;0,067461239;0,049578795;1;-0,216343941;0,113016621;0,081719707;1
40;-1,043125689;0,068335739;0,043125689;1;-0,513831187;0,065934702;0,027662375;1;-0,040708986;0,108688228;-0,79645507;1
41;-0,915898849;0,062043241;-0,084101151;1;-0,544128394;0,064588546;0,088256789;1;-0,414317379;0,106718017;1,071586895;0
42;-0,945699712;0,06488637;-0,054300288;1;-0,520490511;0,06591561;0,040981021;1;-0,157449605;0,107300627;-0,212751976;1
43;-0,888821966;0,061292978;-0,111178034;1;-0,498826416;0,064776233;-0,002347168;1;-0,390656435;0,107780932;0,953282173;1
44;-0,993670638;0,058737204;-0,006329362;1;-0,485153789;0,063747179;-0,029692422;1;-0,225410975;0,101872167;0,127054876;1
45;-0,910563261;0,06579416;-0,089436739;1;-0,512636595;0,065370432;0,02527319;1;-0,354490644;0,109562608;0,772453221;1
46;-1,009937621;0,065101214;0,009937621;1;-0,481672708;0,065900908;-0,036654585;1;-0,288563945;0,110839732;0,442819726;1
47;-1,070439042;0,070558324;0,070439042;1;-0,476067103;0,067775239;-0,047865793;1;-0,127326885;0,11280217;-0,363365575;1
48;-1,004335325;0,068574195;0,004335325;1;-0,608822976;0,070511252;0,217645952;1;-0,194936382;0,113678417;-0,025318091;1
49;-1,09865087;0,062656032;0,09865087;1;-0,587749059;0,064711148;0,175498118;1;-0,027420129;0,105601972;-0,862899353;1
50;-0,909762954;0,06573924;-0,090237046;1;-0,45440939;0,067719562;-0,09118122;1;-0,358888156;0,1119803;0,794440779;1
51;-1,021523193;0,067215657;0,021523193;1;-0,495408207;0,066169289;-0,009183585;1;-0,11964943;0,109213466;-0,401752849;1
52;-1,040480661;0,068792439;0,040480661;1;-0,497338477;0,067399666;-0,005323047;1;-0,196760876;0,111144285;-0,016195618;1
53;-1,026865325;0,065543286;0,026865325;1;-0,457646826;0,064887461;-0,084706348;1;-0,066773352;0,106898754;-0,666133242;1
54;-1,088159975;0,072392311;0,088159975;1;-0,39087232;0,068144266;-0,21825536;1;-0,096271661;0,114812525;-0,518641697;1
55;-1,044287106;0,061270417;0,044287106;1;-0,528554606;0,062480811;0,057109212;1;-0,001686417;0,101034895;-0,991567913;0
56;-1,063156285;0,063019375;0,063156285;1;-0,489023068;0,065091979;-0,021953864;1;-0,111585163;0,105492381;-0,442074184;1
57;-0,926547495;0,062730576;-0,073452505;1;-0,583610964;0,06687395;0,167221929;1;-0,307581952;0,108451444;0,53790976;1
58;-1,055508396;0,067659086;0,055508396;1;-0,397800703;0,066524595;-0,204398593;1;-0,17521788;0,110987576;-0,123910601;1
59;-0,993667756;0,066889996;-0,006332244;1;-0,543999806;0,066715165;0,087999611;1;-0,18232903;0,108869378;-0,088354852;1
60;-0,888849553;0,061564678;-0,111150447;1;-0,452532943;0,063074142;-0,094934113;1;-0,377096232;0,105638413;0,885481162;1
61;-0,894157416;0,064351379;-0,105842584;1;-0,534738497;0,06564765;0,069476995;1;-0,260593264;0,107594205;0,302966321;1
62;-0,969740347;0,064602057;-0,030259653;1;-0,51788224;0,065482837;0,03576448;1;-0,235968382;0,109126469;0,17984191;1
63;-0,956095759;0,065499458;-0,043904241;1;-0,432048466;0,065720976;-0,135903068;1;-0,292943937;0,109682284;0,464719683;1
64;-0,946018275;0,061688386;-0,053981725;1;-0,573722583;0,065929554;0,147445166;1;-0,334300948;0,105173254;0,671504738;1
65;-1,166427388;0,067397944;0,166427388;0;-0,442588015;0,063289781;-0,114823969;1;0,137925399;0,105263895;-1,689626993;0
66;-0,90502691;0,064115793;-0,09497309;1;-0,416265408;0,064988515;-0,167469184;1;-0,364752291;0,107083861;0,823761456;1
67;-0,877900292;0,065200911;-0,122099708;1;-0,622508829;0,065657958;0,245017658;1;-0,216934903;0,108099446;0,084674513;1
68;-1,020779643;0,064329893;0,020779643;1;-0,484278133;0,065152814;-0,031443734;1;-0,166213509;0,105842659;-0,168932455;1
69;-0,889720873;0,066626589;-0,110279127;1;-0,561290858;0,067972841;0,122581715;1;-0,275077059;0,111691992;0,375385293;1
70;-0,966684492;0,062718866;-0,033315508;1;-0,484679078;0,064959455;-0,030641844;1;-0,254149363;0,106808059;0,270746814;1
71;-1,068550264;0,065827666;0,068550264;1;-0,523952452;0,065936272;0,047904904;1;-0,136817573;0,108132257;-0,315912134;1
72;-1,102746094;0,070837403;0,102746094;1;-0,495535634;0,066670576;-0,008928731;1;0,039471238;0,111850743;-1,197356189;0
73;-0,897256956;0,062737649;-0,102743044;1;-0,563665798;0,066333555;0,127331596;1;-0,276220797;0,106239178;0,381103986;1
74;-1,095026521;0,069044474;0,095026521;1;-0,368192581;0,065116196;-0,263614837;0;-0,063806704;0,111050779;-0,680966478;1
75;-1,089728805;0,068181507;0,089728805;1;-0,434069599;0,065944836;-0,131860801;1;-0,035506311;0,109643546;-0,822468447;1
76;-0,975460662;0,067667107;-0,024539338;1;-0,587017629;0,068840791;0,174035258;1;-0,2325577;0,112811009;0,162788502;1
77;-0,934524513;0,061753144;-0,065475487;1;-0,547321004;0,065312543;0,094642009;1;-0,278380068;0,105194391;0,391900341;1
78;-0,887192795;0,060698007;-0,112807205;1;-0,539836619;0,062542897;0,079673238;1;-0,244876323;0,101356727;0,224381613;1
79;-0,992082431;0,071317554;-0,007917569;1;-0,528229517;0,068578681;0,056459034;1;-0,080695994;0,114050513;-0,59652003;1
80;-0,981494377;0,065928212;-0,018505623;1;-0,43687311;0,064934756;-0,12625378;1;-0,235619011;0,110263508;0,178095054;1
81;-0,992412744;0,065422476;-0,007587256;1;-0,470684127;0,065962826;-0,058631746;1;-0,285440349;0,112383858;0,427201744;1
82;-0,99989069;0,064529775;-0,00010931;1;-0,425766775;0,062993333;-0,148466451;1;-0,190900876;0,107609165;-0,045495622;1
83;-0,955431138;0,067704387;-0,044568862;1;-0,449400467;0,065900608;-0,101199067;1;-0,256971412;0,11207693;0,284857061;1
84;-1,089126494;0,067528204;0,089126494;1;-0,448800608;0,067681635;-0,102398784;1;-0,12133666;0,113140518;-0,393316701;1
85;-0,981904676;0,060383987;-0,018095324;1;-0,535187027;0,064484229;0,070374053;1;-0,162694804;0,102149471;-0,186525981;1
86;-0,96190765;0,06948712;-0,03809235;1;-0,604917092;0,07084228;0,209834184;1;-0,176966356;0,116328133;-0,115168218;1
87;-1,067031;0,065019762;0,067031;1;-0,42976935;0,064455449;-0,140461299;1;-0,091379147;0,109953051;-0,543104266;1
88;-0,93164272;0,065204534;-0,06835728;1;-0,417759681;0,06496455;-0,164480639;1;-0,366498157;0,108167078;0,832490787;1
89;-0,939906724;0,064462466;-0,060093276;1;-0,548068987;0,067338876;0,096137973;1;-0,293840724;0,107590031;0,46920362;1
90;-0,854088115;0,063374449;-0,145911885;0;-0,601968669;0,066340727;0,203937338;1;-0,360145398;0,110472706;0,800726992;1
91;-1,027585656;0,062739006;0,027585656;1;-0,54056449;0,064447943;0,081128979;1;-0,084036844;0,104578309;-0,579815782;1
92;-1,164107241;0,0682613;0,164107241;0;-0,538221072;0,065438516;0,076442145;1;0,167003364;0,107445887;-1,835016819;0
93;-0,983678928;0,075005139;-0,016321072;1;-0,445884253;0,071283612;-0,108231493;1;-0,364494211;0,122538573;0,822471057;1
94;-0,98397434;0,067669024;-0,01602566;1;-0,429460009;0,064616555;-0,141079982;1;-0,101762455;0,109331373;-0,491187726;1
95;-0,993420075;0,067473981;-0,006579925;1;-0,578997161;0,068424102;0,157994321;1;-0,279740312;0,113394487;0,398701561;1
96;-1,035423984;0,066165163;0,035423984;1;-0,459895277;0,065338831;-0,080209446;1;-0,07236468;0,10771727;-0,638176599;1
97;-0,972047;0,065018957;-0,027953;1;-0,518867256;0,06527342;0,037734513;1;-0,17456881;0,1101521;-0,127155949;1
98;-1,090943192;0,067005997;0,090943192;1;-0,463216993;0,064930983;-0,073566013;1;-0,067036783;0,107550683;-0,664816084;1
99;-0,950209648;0,06276601;-0,049790352;1;-0,581975065;0,06577952;0,163950129;1;-0,195505213;0,105705481;-0,022473937;1
100;-0,99308097;0,06138919;-0,00691903;1;-0,458207406;0,063710643;-0,083585188;1;-0,195520786;0,103549363;-0,022396071;1
101;-1,052057985;0,066347165;0,052057985;1;-0,382043134;0,064293634;-0,235913731;1;-0,123448428;0,108637267;-0,382757858;1
102;-0,915437386;0,062046423;-0,084562614;1;-0,503082909;0,067827801;0,006165818;1;-0,463231522;0,111184472;1,316157611;0
103;-0,997658929;0,06668518;-0,002341071;1;-0,463874986;0,065576333;-0,072250029;1;-0,197766743;0,109274187;-0,011166284;1
104;-0,954472934;0,063254435;-0,045527066;1;-0,522920409;0,06558433;0,045840817;1;-0,258287251;0,107448581;0,291436257;1
105;-1,009510916;0,065956302;0,009510916;1;-0,495376402;0,06619127;-0,009247197;1;-0,093126439;0,108307368;-0,534367806;1
106;-1,045205343;0,060434636;0,045205343;1;-0,563968701;0,06296515;0,127937402;1;-0,072032827;0,101423533;-0,639835867;1
107;-0,899670834;0,070450378;-0,100329166;1;-0,580657272;0,072171167;0,161314544;1;-0,332633502;0,118759693;0,663167512;1
108;-0,902143111;0,066382915;-0,097856889;1;-0,567402251;0,068989386;0,134804501;1;-0,330106057;0,112401609;0,650530284;1
109;-1,030406503;0,06891478;0,030406503;1;-0,438002157;0,068185412;-0,123995686;1;-0,160571186;0,114704136;-0,197144068;1
110;-0,967839558;0,068476224;-0,032160442;1;-0,467016664;0,068810717;-0,065966672;1;-0,30310201;0,115214589;0,515510052;1
111;-1,099115605;0,066359971;0,099115605;1;-0,43232588;0,065513797;-0,13534824;1;-0,098086075;0,108893188;-0,509569624;1
112;-0,968070121;0,064079232;-0,031929879;1;-0,599314911;0,067394162;0,198629822;1;-0,136384968;0,108245174;-0,318075162;1
113;-1,131381043;0,067406784;0,131381043;1;-0,496254205;0,065214988;-0,00749159;1;0,066409064;0,107700423;-1,332045319;0
114;-1,176593428;0,070135358;0,176593428;0;-0,425433059;0,066166918;-0,149133883;1;0,025095886;0,109636183;-1,12547943;0
115;-0,851135914;0,064152062;-0,148864086;0;-0,587553254;0,065706662;0,175106508;1;-0,308210502;0,110558721;0,541052512;1
116;-1,185278159;0,068903108;0,185278159;0;-0,45529997;0,066778838;-0,089400061;1;0,099162439;0,10985151;-1,495812193;0
117;-1,030093328;0,069388293;0,030093328;1;-0,453822987;0,067228394;-0,092354027;1;-0,135194192;0,113085344;-0,324029039;1
118;-1,074942674;0,067636787;0,074942674;1;-0,514374954;0,068208219;0,028749908;1;-0,171375531;0,111519638;-0,143122344;1
119;-0,931181518;0,065767352;-0,068818482;1;-0,579750741;0,068606132;0,159501481;1;-0,329056423;0,112287994;0,645282113;1
120;-0,971476427;0,065979024;-0,028523573;1;-0,438068378;0,064717562;-0,123863244;1;-0,225336831;0,109459594;0,126684156;1
121;-0,920741686;0,060544008;-0,079258314;1;-0,469357167;0,062324778;-0,061285667;1;-0,256761238;0,102803369;0,283806189;1
122;-0,946160052;0,066359495;-0,053839948;1;-0,519744515;0,066360323;0,03948903;1;-0,252262807;0,109674716;0,261314036;1
123;-0,990431478;0,065138621;-0,009568522;1;-0,607291836;0,067625894;0,214583671;1;-0,196195022;0,108749396;-0,019024892;1
124;-1,000345421;0,069231424;0,000345421;1;-0,457922673;0,068224426;-0,084154654;1;-0,22588396;0,114140392;0,129419799;1
125;-1,057744088;0,06627698;0,057744088;1;-0,50171535;0,067553868;0,003430699;1;-0,283857654;0,114199564;0,419288269;1
126;-0,944795156;0,061130928;-0,055204844;1;-0,587755581;0,065378388;0,175511161;1;-0,257838826;0,103983657;0,289194129;1
127;-0,99473739;0,068963164;-0,00526261;1;-0,521107333;0,06968827;0,042214666;1;-0,245700531;0,114505585;0,228502656;1
128;-1,019895584;0,065366614;0,019895584;1;-0,548423046;0,066599569;0,096846091;1;-0,07063852;0,109503038;-0,646807401;1
129;-0,963980181;0,065172245;-0,036019819;1;-0,502064699;0,064400291;0,004129398;1;-0,158438164;0,106167937;-0,207809178;1
130;-1,076328576;0,066854502;0,076328576;1;-0,420275265;0,066073549;-0,159449469;1;-0,098716227;0,109446362;-0,506418864;1
131;-0,969044793;0,062274757;-0,030955207;1;-0,597758398;0,064450565;0,195516796;1;-0,160975208;0,104605766;-0,195123962;1
132;-0,905759975;0,062645131;-0,094240025;1;-0,442657262;0,064164931;-0,114685475;1;-0,341665233;0,107800788;0,708326166;1
133;-0,981117821;0,066684649;-0,018882179;1;-0,477048229;0,066881968;-0,045903543;1;-0,217726236;0,111288721;0,08863118;1
134;-0,917925874;0,061343296;-0,082074126;1;-0,615217077;0,067080648;0,230434154;1;-0,329141318;0,104246267;0,645706592;1
135;-1,10204504;0,067732799;0,10204504;1;-0,40584022;0,06588759;-0,188319559;1;-0,109223424;0,112655527;-0,453882878;1
136;-1,041414552;0,067909306;0,041414552;1;-0,424966931;0,066630221;-0,150066138;1;-0,139208896;0,112319558;-0,30395552;1
137;-0,936334026;0,06330891;-0,063665974;1;-0,556784768;0,065888407;0,113569535;1;-0,283003166;0,107642567;0,41501583;1
138;-1,114592455;0,066318066;0,114592455;1;-0,493321993;0,065915817;-0,013356013;1;-0,095369533;0,108626762;-0,523152333;1
139;-1,093431469;0,070429585;0,093431469;1;-0,528266616;0,067417512;0,056533232;1;0,017294295;0,111619454;-1,086471475;1
140;-0,972007813;0,063917863;-0,027992187;1;-0,567000948;0,066495279;0,134001897;1;-0,231593833;0,107848196;0,157969166;1
141;-0,998519476;0,06632236;-0,001480524;1;-0,50348817;0,065647532;0,00697634;1;-0,170780427;0,109063586;-0,146097865;1
142;-0,971802658;0,067605047;-0,028197342;1;-0,435317819;0,069317842;-0,129364361;1;-0,370875529;0,116026326;0,854377647;1
143;-1,046089246;0,068242626;0,046089246;1;-0,549585636;0,068044085;0,099171272;1;-0,051688302;0,110858779;-0,741558488;1
144;-1,0114132;0,06299956;0,0114132;1;-0,510438179;0,064342894;0,020876359;1;-0,184425418;0,105572779;-0,077872909;1
145;-0,987833424;0,061407419;-0,012166576;1;-0,528493836;0,063941948;0,056987672;1;-0,168176984;0,103834991;-0,159115082;1
146;-0,946869981;0,068165147;-0,053130019;1;-0,522199543;0,067566179;0,044399085;1;-0,275527098;0,115557822;0,377635491;1
147;-0,984117964;0,065386602;-0,015882036;1;-0,447900506;0,065362205;-0,104198988;1;-0,328722482;0,109162001;0,643612409;1
148;-0,931845634;0,065554254;-0,068154366;1;-0,608665172;0,067869462;0,217330345;1;-0,244825476;0,111322761;0,224127378;1
149;-1,010177419;0,07401417;0,010177419;1;-0,547092668;0,0718058;0,094185336;1;-0,140348934;0,119212951;-0,298255331;1
150;-0,961306985;0,067387846;-0,038693015;1;-0,534405046;0,068503553;0,068810092;1;-0,261328493;0,1116418;0,306642466;1
151;-0,959100384;0,069003271;-0,040899616;1;-0,442929806;0,067643226;-0,114140389;1;-0,328364674;0,115115773;0,641823371;1
152;-1,185095595;0,071766141;0,185095595;0;-0,504216652;0,068282191;0,008433304;1;0,138752515;0,115475546;-1,693762574;0
153;-0,954540888;0,068000404;-0,045459112;1;-0,451771204;0,0680652;-0,096457592;1;-0,332792774;0,115974598;0,663963871;1
154;-0,982889801;0,066921056;-0,017110199;1;-0,458555058;0,065184122;-0,082889884;1;-0,215277934;0,111468119;0,076389668;1
155;-0,964286362;0,065892614;-0,035713638;1;-0,526722382;0,066557075;0,053444764;1;-0,184845082;0,107907076;-0,075774589;1
156;-1,06282103;0,068679437;0,06282103;1;-0,548583849;0,069042689;0,097167697;1;-0,087238451;0,113021586;-0,563807745;1
157;-0,946557094;0,060286766;-0,053442906;1;-0,550528136;0,064140159;0,101056272;1;-0,20769748;0,102953402;0,038487399;1
158;-1,093182941;0,071411945;0,093182941;1;-0,487562512;0,068918455;-0,024874976;1;-0,079411327;0,116307184;-0,602943367;1
159;-0,988950485;0,065342906;-0,011049515;1;-0,427552325;0,065679476;-0,144895351;1;-0,315943537;0,108420125;0,579717686;1
160;-1,052016549;0,067614481;0,052016549;1;-0,40788942;0,067076271;-0,18422116;1;-0,258694068;0,112470317;0,293470341;1
161;-1,015002654;0,073211897;0,015002654;1;-0,521504136;0,069817524;0,043008272;1;-0,145349351;0,118430843;-0,273253243;1
162;-1,115111049;0,068771974;0,115111049;1;-0,470405723;0,06717886;-0,059188553;1;-0,070822778;0,112040079;-0,645886109;1
163;-0,958805379;0,067490648;-0,041194621;1;-0,391201572;0,067788893;-0,217596857;1;-0,352197045;0,112549282;0,760985226;1
164;-1,131755579;0,06981092;0,131755579;1;-0,48747988;0,067876982;-0,025040239;1;-0,007106369;0,113411653;-0,964468157;1
165;-0,923701361;0,066956009;-0,076298639;1;-0,408931275;0,065669585;-0,182137451;1;-0,291014475;0,112817764;0,455072375;1
166;-0,988611974;0,061661815;-0,011388026;1;-0,539252472;0,063591766;0,078504945;1;-0,140822196;0,10524099;-0,295889018;1
167;-1,001497672;0,06867089;0,001497672;1;-0,489924772;0,067222613;-0,020150455;1;-0,21317231;0,113710011;0,06586155;1
168;-1,007133783;0,066126326;0,007133783;1;-0,528766981;0,068560559;0,057533963;1;-0,172393286;0,112374394;-0,138033571;1
169;-1,006226984;0,062539648;0,006226984;1;-0,448018419;0,062800686;-0,103963161;1;-0,211520432;0,105106607;0,057602158;1
170;-0,982317115;0,063308731;-0,017682885;1;-0,482950566;0,064414909;-0,034098868;1;-0,192273819;0,105324222;-0,038630906;1
171;-1,051527699;0,069939382;0,051527699;1;-0,562106578;0,072225134;0,124213156;1;-0,169463601;0,117825439;-0,152681994;1
172;-0,929722278;0,066865955;-0,070277722;1;-0,566449079;0,068023551;0,132898158;1;-0,303364265;0,110711717;0,516821326;1
173;-0,929396179;0,06275595;-0,070603821;1;-0,619773329;0,067529059;0,239546658;1;-0,334103476;0,107902736;0,67051738;1
174;-0,904412479;0,063179519;-0,095587521;1;-0,629241854;0,06904675;0,258483709;1;-0,338794236;0,109701417;0,69397118;1
175;-1,0092648;0,064629424;0,0092648;1;-0,543370379;0,06704744;0,086740758;1;-0,176642525;0,109767395;-0,116787374;1
176;-0,947431837;0,063319066;-0,052568163;1;-0,506683627;0,063720653;0,013367255;1;-0,19403956;0,107532376;-0,029802199;1
177;-0,983333894;0,067162626;-0,016666106;1;-0,390336726;0,065692929;-0,219326548;1;-0,240917609;0,111369527;0,204588045;1
178;-1,114779526;0,068845984;0,114779526;1;-0,532913303;0,067878233;0,065826605;1;-0,039400969;0,111703887;-0,802995155;1
179;-1,070413213;0,068633582;0,070413213;1;-0,597589133;0,068715354;0,195178266;1;-0,08247144;0,112012326;-0,587642801;1
180;-1,031346908;0,07045946;0,031346908;1;-0,481267102;0,069476349;-0,037465796;1;-0,115972344;0,116274584;-0,420138282;1
181;-0,986688782;0,064028369;-0,013311218;1;-0,528427352;0,065257548;0,056854705;1;-0,210637255;0,109529298;0,053186277;1
182;-1,034521683;0,067988421;0,034521683;1;-0,525953517;0,06877;0,051907034;1;-0,185282581;0,113458298;-0,073587093;1
183;-1,149189304;0,067715467;0,149189304;0;-0,470643463;0,066986302;-0,058713074;1;-0,043261383;0,110671779;-0,783693085;1
184;-0,878572876;0,069606102;-0,121427124;1;-0,507671824;0,070198333;0,015343647;1;-0,287792306;0,115118256;0,438961532;1
185;-1,019394134;0,065276688;0,019394134;1;-0,494168331;0,066131296;-0,011663339;1;-0,19161894;0,108866656;-0,041905302;1
186;-1,034104816;0,06596856;0,034104816;1;-0,560229933;0,066906853;0,120459865;1;-0,13554139;0,108910272;-0,322293052;1
187;-0,996070736;0,069334119;-0,003929264;1;-0,440116334;0,066749039;-0,119767331;1;-0,292303235;0,11476507;0,461516174;1
188;-0,996549558;0,064876366;-0,003450442;1;-0,47680538;0,064849195;-0,046389239;1;-0,192622313;0,108991937;-0,036888434;1
189;-1,042344216;0,066890303;0,042344216;1;-0,478405477;0,06708927;-0,043189047;1;-0,189963882;0,111650779;-0,050180589;1
190;-1,052026085;0,067236068;0,052026085;1;-0,564804099;0,067091012;0,129608198;1;-0,045060314;0,109235197;-0,77469843;1
191;-0,919141196;0,060365764;-0,080858804;1;-0,57197205;0,064498601;0,143944099;1;-0,264281346;0,103373171;0,321406731;1
192;-1,080742575;0,071102874;0,080742575;1;-0,45992855;0,069283974;-0,080142901;1;-0,156796836;0,115208055;-0,21601582;1
193;-0,967707314;0,060964295;-0,032292686;1;-0,552425526;0,063000562;0,104851053;1;-0,04303369;0,101326891;-0,78483155;1
194;-1,16612466;0,068368898;0,16612466;0;-0,378811046;0,06469986;-0,242377907;1;0,087676057;0,108803175;-1,438380283;0
195;-1,023329137;0,06468277;0,023329137;1;-0,483870979;0,066252093;-0,032258043;1;-0,250129921;0,110009593;0,250649607;1
196;-1,052214105;0,066934206;0,052214105;1;-0,417836078;0,065100826;-0,164327844;1;-0,143876498;0,109462191;-0,280617511;1
197;-0,997084872;0,065353485;-0,002915128;1;-0,493674692;0,065015189;-0,012650617;1;-0,13169455;0,107281376;-0,34152725;1
198;-0,976937251;0,064936416;-0,023062749;1;-0,542072142;0,065883026;0,084144284;1;-0,123076225;0,107167347;-0,384618874;1
199;-0,946811606;0,062820326;-0,053188394;1;-0,401931072;0,062675854;-0,196137857;1;-0,302607517;0,108378582;0,513037586;1
200;-0,908514816;0,063949708;-0,091485184;1;-0,447238614;0,06598535;-0,105522772;1;-0,411517253;0,108790254;1,057586266;1
201;-1,089929962;0,062527709;0,089929962;1;-0,472905532;0,062357015;-0,054188936;1;0,031252494;0,101923674;-1,15626247;0
202;-1,012510988;0,064451535;0,012510988;1;-0,39402501;0,064397362;-0,21194998;1;-0,299371529;0,107041339;0,496857644;1
203;-0,882067463;0,061295736;-0,117932537;1;-0,603325571;0,065755248;0,206651143;1;-0,390865527;0,104540111;0,954327633;1
204;-0,927510705;0,060727842;-0,072489295;1;-0,647731541;0,065432673;0,295463081;0;-0,212695654;0,104520429;0,063478268;1
205;-0,90234335;0,063191644;-0,09765665;1;-0,645354865;0,067787339;0,29070973;0;-0,320106488;0,109013785;0,60053244;1
206;-1,00798874;0,068258301;0,00798874;1;-0,483715169;0,067209705;-0,032569662;1;-0,231349922;0,114944929;0,156749609;1
207;-0,957667536;0,062551385;-0,042332464;1;-0,663443205;0,066582189;0,326886409;0;-0,288910095;0,105393228;0,444550474;1
208;-0,955746;0,065186156;-0,044254;1;-0,479178059;0,066007737;-0,041643881;1;-0,332823189;0,111407346;0,664115946;1
209;-0,97583112;0,063647845;-0,02416888;1;-0,493276503;0,065472364;-0,013446994;1;-0,382889739;0,10809252;0,914448696;1
