;mean;se;bias;cp;;mean;sd;bias;cp
220;0,449470806;0,110102002;-0,101058389;1;;;;;
221;0,357302628;0,094357452;-0,285394745;1;;;;;
222;0,447463175;0,108408119;-0,10507365;1;;;;;
223;0,467173943;0,125234372;-0,065652114;1;;;;;
224;0,54483317;0,139317737;0,089666339;1;;;;;
225;0,569535785;0,13423757;0,13907157;1;;;;;
226;0,510013952;0,12341074;0,020027903;1;;;;;
227;0,512782428;0,126967575;0,025564855;1;;;;;
228;0,44333589;0,10507786;-0,113328219;1;;;;;
229;0,506493638;0,130770443;0,012987276;1;;;;;
230;0,602986337;0,151424977;0,205972673;1;;;;;
231;0,481094987;0,105946348;-0,037810025;1;;;;;
232;0,572176573;0,137311624;0,144353146;1;;;;;
233;0,33773895;0,101349799;-0,324522101;1;;;;;
234;0,39868569;0,092522061;-0,202628619;1;;;;;
235;0,575652908;0,130570641;0,151305815;1;;;;;
236;0,520923327;0,137613629;0,041846655;1;;;;;
237;0,468834301;0,109812611;-0,062331399;1;;;;;
238;0,377607909;0,112140145;-0,244784182;1;;;;;
239;0,530911383;0,12204015;0,061822767;1;;;;;
240;0,536836284;0,133282361;0,073672569;1;;;;;
241;0,586039129;0,144600041;0,172078258;1;;;;;
242;0,572801193;0,159294493;0,145602385;1;;;;;
243;0,417895441;0,102368396;-0,164209118;1;;;;;
244;0,462873842;0,111660687;-0,074252315;1;;;;;
245;0,715225442;0,163807041;0,430450884;1;;;;;
246;0,495927267;0,121594665;-0,008145467;1;;;;;
247;0,666652115;0,162822854;0,333304229;1;;;;;
248;0,599856202;0,136783013;0,199712405;1;;;;;
249;0,299691124;0,073234003;-0,400617752;0;;;;;
250;0,455460965;0,10736703;-0,089078069;1;;;;;
251;0,571022453;0,129608927;0,142044907;1;;;;;
252;0,341465935;0,082323805;-0,317068131;1;;;;;
253;0,263000884;0,078245874;-0,473998231;0;;;;;
254;0,399045876;0,097119709;-0,201908248;1;;;;;
255;0,384376664;0,086077642;-0,231246671;1;;;;;
256;0,763224949;0,183995549;0,526449897;1;;;;;
257;0,552577122;0,148219152;0,105154244;1;;;;;
258;0,46664447;0,118716996;-0,066711061;1;;;;;
259;0,672448314;0,15993245;0,344896629;1;;;;;
260;0,498632543;0,134331536;-0,002734915;1;;;;;
261;0,421865415;0,100409602;-0,156269171;1;;;;;
262;0,831831735;0,21111023;0,663663471;1;;;;;
263;0,338284524;0,07628336;-0,323430952;0;;;;;
264;0,379977497;0,09809897;-0,240045006;1;;;;;
265;0,317710564;0,088886409;-0,364578872;0;;;;;
266;0,243470881;0,062068891;-0,513058239;0;;;;;
267;0,674321241;0,167930493;0,348642481;1;;;;;
268;0,527947047;0,12989167;0,055894094;1;;;;;
269;0,497543001;0,11799612;-0,004913999;1;;;;;
270;0,547420644;0,13856465;0,094841287;1;;;;;
271;0,470221717;0,124642764;-0,059556565;1;;;;;
272;0,269915943;0,068927457;-0,460168115;0;;;;;
273;0,363279251;0,087165241;-0,273441497;1;;;;;
274;0,531897966;0,123039258;0,063795932;1;;;;;
275;0,525574089;0,117457527;0,051148178;1;;;;;
276;0,376095231;0,109045888;-0,247809539;1;;;;;
277;0,458703775;0,100800574;-0,08259245;1;;;;;
278;0,331915771;0,092268856;-0,336168459;1;;;;;
279;0,470971228;0,122416386;-0,058057544;1;;;;;
280;0,401768646;0,111125018;-0,196462708;1;;;;;
281;0,515789003;0,134813087;0,031578007;1;;;;;
282;0,261944328;0,072558267;-0,476111344;0;;;;;
283;0,510807321;0,122291966;0,021614642;1;;;;;
284;0,515295575;0,125746424;0,030591151;1;;;;;
285;0,612144366;0,141032619;0,224288732;1;;;;;
286;0,724828225;0,154427715;0,449656451;1;;;;;
287;0,391176606;0,095520364;-0,217646788;1;;;;;
288;0,398831855;0,087681536;-0,202336289;1;;;;;
289;0,608761809;0,144896286;0,217523617;1;;;;;
290;0,592435677;0,136097351;0,184871353;1;;;;;
291;0,514730971;0,130179009;0,029461942;1;;;;;
292;0,753512404;0,170416996;0,507024808;1;;;;;
293;0,673346265;0,164371502;0,346692529;1;;;;;
294;0,605066887;0,151455641;0,210133774;1;;;;;
295;0,681848484;0,158800129;0,363696969;1;;;;;
296;0,534226284;0,153218735;0,068452568;1;;;;;
297;0,618117315;0,132864887;0,23623463;1;;;;;
298;0,699522672;0,159954357;0,399045344;1;;;;;
299;0,382073111;0,096674774;-0,235853777;1;;;;;
300;0,601257671;0,138364381;0,202515341;1;;;;;
301;0,486129619;0,112812695;-0,027740762;1;;;;;
302;0,771962408;0,224600572;0,543924817;1;;;;;
303;0,3465737;0,082006769;-0,306852599;1;;;;;
304;0,591738288;0,149784148;0,183476576;1;;;;;
305;0,560353937;0,128515957;0,120707874;1;;;;;
306;0,709073851;0,156023491;0,418147702;1;;;;;
307;0,449232047;0,108814833;-0,101535906;1;;;;;
308;0,456266338;0,12158378;-0,087467324;1;;;;;
309;0,760270381;0,168797849;0,520540763;1;;;;;
310;0,631125606;0,145588863;0,262251212;1;;;;;
311;0,598699399;0,159721135;0,197398799;1;;;;;
312;0,307920801;0,07989585;-0,384158398;0;;;;;
313;0,52471433;0,120721683;0,04942866;1;;;;;
314;0,554212247;0,127808343;0,108424494;1;;;;;
315;0,483447233;0,105014178;-0,033105533;1;;;;;
316;0,51398969;0,115185146;0,02797938;1;;;;;
317;0,614024598;0,142612551;0,228049197;1;;;;;
318;0,188597589;0,053895779;-0,622804823;0;;;;;
319;0,421985574;0,099152427;-0,156028852;1;;;;;
320;0,474521571;0,120810485;-0,050956858;1;;;;;
321;0,60853517;0,139933454;0,21707034;1;;;;;
322;0,58312921;0,132674664;0,16625842;1;;;;;
323;0,605794557;0,140560764;0,211589115;1;;;;;
324;0,807411797;0,200581003;0,614823594;1;;;;;
325;0,430000741;0,115968384;-0,139998519;1;;;;;
326;0,460361199;0,101094816;-0,079277603;1;;;;;
327;0,324012572;0,088324519;-0,351974856;0;;;;;
328;0,436712189;0,112987372;-0,126575622;1;;;;;
329;0,508973871;0,141973038;0,017947742;1;;;;;
330;0,458455869;0,121367598;-0,083088262;1;;;;;
331;0,736192398;0,170843649;0,472384795;1;;;;;
332;0,326842613;0,080931094;-0,346314773;0;;;;;
333;0,541771043;0,142453129;0,083542085;1;;;;;
334;0,596866409;0,145090028;0,193732818;1;;;;;
335;0,607970089;0,163121352;0,215940178;1;;;;;
336;0,576414895;0,132957275;0,15282979;1;;;;;
337;0,691341001;0,161297764;0,382682001;1;;;;;
338;0,516518689;0,133442542;0,033037378;1;;;;;
339;0,388440223;0,107306262;-0,223119553;1;;;;;
340;0,531122856;0,107381149;0,062245711;1;;;;;
341;0,530238906;0,116988416;0,060477812;1;;;;;
342;0,313002461;0,086245288;-0,373995078;0;;;;;
343;0,527503743;0,122440706;0,055007485;1;;;;;
344;0,465754877;0,110928757;-0,068490246;1;;;;;
345;0,282262856;0,07923494;-0,435474288;0;;;;;
346;0,454410323;0,112211166;-0,091179354;1;;;;;
347;0,449947898;0,117136588;-0,100104203;1;;;;;
348;0,570996076;0,154473744;0,141992152;1;;;;;
349;0,378328001;0,091127603;-0,243343997;1;;;;;
350;0,848010757;0,208905265;0,696021514;1;;;;;
351;0,466827324;0,130611474;-0,066345352;1;;;;;
352;0,55232015;0,12859005;0,1046403;1;;;;;
353;0,760357198;0,199308824;0,520714397;1;;;;;
354;0,486711749;0,106644905;-0,026576502;1;;;;;
355;0,369804706;0,087010525;-0,260390588;1;;;;;
356;0,339107262;0,087707718;-0,321785476;1;;;;;
357;0,510493841;0,138546444;0,020987681;1;;;;;
358;0,567604995;0,14280108;0,135209991;1;;;;;
359;0,279258529;0,070413997;-0,441482942;0;;;;;
360;0,542589162;0,122659645;0,085178324;1;;;;;
361;0,386417176;0,098156191;-0,227165649;1;;;;;
362;0,580451014;0,146114107;0,160902029;1;;;;;
363;0,605819885;0,130904887;0,211639769;1;;;;;
364;0,404486072;0,114835673;-0,191027857;1;;;;;
365;0,51175897;0,124709936;0,02351794;1;;;;;
366;0,742963093;0,172485704;0,485926187;1;;;;;
367;0,529884334;0,131090612;0,059768668;1;;;;;
368;0,405661966;0,109987499;-0,188676067;1;;;;;
369;0,424113622;0,111688142;-0,151772756;1;;;;;
370;0,388009335;0,127532869;-0,223981329;1;;;;;
371;0,52101393;0,121342932;0,04202786;1;;;;;
372;0,439152949;0,111212281;-0,121694102;1;;;;;
373;0,533832962;0,140206874;0,067665924;1;;;;;
374;0,517039816;0,122085952;0,034079631;1;;;;;
375;0,297328888;0,083293256;-0,405342224;0;;;;;
376;0,394626081;0,096265746;-0,210747837;1;;;;;
377;0,535657703;0,127372527;0,071315405;1;;;;;
378;0,64210464;0,161249867;0,284209281;1;;;;;
379;0,474310059;0,120267753;-0,051379882;1;;;;;
380;0,486981883;0,128376807;-0,026036234;1;;;;;
381;0,457298489;0,104116164;-0,085403021;1;;;;;
382;0,521371187;0,140543513;0,042742374;1;;;;;
383;0,384016656;0,094656844;-0,231966689;1;;;;;
384;0,586049131;0,136688551;0,172098261;1;;;;;
385;0,567430233;0,136006165;0,134860467;1;;;;;
386;0,56722759;0,130686685;0,13445518;1;;;;;
387;0,430325618;0,106767127;-0,139348765;1;;;;;
388;0,508391042;0,143589715;0,016782083;1;;;;;
389;0,607219021;0,13746;0,214438043;1;;;;;
390;0,418702981;0,104554008;-0,162594038;1;;;;;
391;0,524595496;0,132716483;0,049190992;1;;;;;
392;0,420352341;0,124105078;-0,159295317;1;;;;;
393;0,657094539;0,156454783;0,314189078;1;;;;;
394;0,724089397;0,165959746;0,448178795;1;;;;;
395;0,273820058;0,066549641;-0,452359884;0;;;;;
396;0,362397508;0,094639538;-0,275204983;1;;;;;
397;0,322440323;0,07803662;-0,355119355;0;;;;;
398;0,632237999;0,142698408;0,264475999;1;;;;;
399;0,431386574;0,117043458;-0,137226853;1;;;;;
400;0,351430945;0,100225347;-0,29713811;1;;;;;
401;0,628896325;0,156721219;0,257792651;1;;;;;
402;0,580202113;0,136143776;0,160404227;1;;;;;
403;0,302249599;0,074318551;-0,395500801;0;;;;;
404;0,440344374;0,121764228;-0,119311252;1;;;;;
405;0,39820855;0,105917021;-0,203582899;1;;;;;
406;0,624760167;0,153108845;0,249520334;1;;;;;
407;0,495031864;0,121959525;-0,009936271;1;;;;;
408;0,689955232;0,156571126;0,379910465;1;;;;;
409;0,435969029;0,130696889;-0,128061942;1;;;;;
410;0,456169491;0,124874193;-0,087661018;1;;;;;
411;0,397546576;0,099396728;-0,204906847;1;;;;;
412;0,413802575;0,096479387;-0,172394851;1;;;;;
413;0,567872389;0,140511633;0,135744778;1;;;;;
414;0,666319032;0,161854251;0,332638064;1;;;;;
415;0,334942008;0,094289069;-0,330115983;1;;;;;
416;0,714394313;0,158427623;0,428788626;1;;;;;
417;0,427757624;0,118624626;-0,144484752;1;;;;;
418;0,527523456;0,138182491;0,055046913;1;;;;;
419;0,458327979;0,100440161;-0,083344043;1;;;;;
420;0,706012131;0,170871414;0,412024262;1;;;;;
421;0,416729679;0,097397515;-0,166540641;1;;;;;
422;0,519353074;0,118544134;0,038706148;1;;;;;
423;0,385125411;0,093228844;-0,229749178;1;;;;;
424;0,534169108;0,153159672;0,068338215;1;;;;;
425;0,329834384;0,090026798;-0,340331231;1;;;;;
426;0,666047086;0,165290963;0,332094172;1;;;;;
427;0,475612906;0,113127807;-0,048774188;1;;;;;
428;0,468195264;0,119198483;-0,063609472;1;;;;;
429;0,515556721;0,127812526;0,031113441;1;;;;;
430;0,540267706;0,137678114;0,080535413;1;;;;;
431;0,515406547;0,127688261;0,030813094;1;;;;;
432;0,416749224;0,100145985;-0,166501551;1;;;;;
433;0,444154282;0,11472321;-0,111691437;1;;;;;
434;0,505619201;0,11491811;0,011238402;1;;;;;
435;0,627320151;0,152643399;0,254640302;1;;;;;
436;0,436018781;0,110168474;-0,127962438;1;;;;;
437;0,400966132;0,104556833;-0,198067737;1;;;;;
438;0,511138932;0,117981978;0,022277864;1;;;;;
439;0,301050738;0,095752367;-0,397898523;0;;;;;
440;0,698658408;0,164041013;0,397316816;1;;;;;
441;0,645993179;0,156457447;0,291986358;1;;;;;
442;0,338482229;0,078737418;-0,323035543;0;;;;;
443;0,674409274;0,160779235;0,348818549;1;;;;;
444;0,377253286;0,084094319;-0,245493428;1;;;;;
445;0,555478168;0,130214633;0,110956336;1;;;;;
446;0,539512131;0,124843348;0,079024263;1;;;;;
447;0,51996678;0,144865977;0,03993356;1;;;;;
448;0,381709179;0,092835094;-0,236581641;1;;;;;
449;0,402457785;0,116719468;-0,195084431;1;;;;;
450;0,528349776;0,127387739;0,056699553;1;;;;;
451;0,715139353;0,176631673;0,430278707;1;;;;;
452;0,36306261;0,082626727;-0,273874779;1;;;;;
453;0,392346309;0,099735821;-0,215307381;1;;;;;
454;0,474302999;0,116085684;-0,051394002;1;;;;;
455;0,606023893;0,15623865;0,212047786;1;;;;;
456;0,478100079;0,122269195;-0,043799842;1;;;;;
457;0,444373975;0,112249924;-0,11125205;1;;;;;
458;0,338501491;0,093882467;-0,322997018;1;;;;;
459;0,543219252;0,12826854;0,086438505;1;;;;;
