;mean;se;bias;cp;mean;se;bias;cp;mean;se;bias;cp;;mean;sd;bias;cp;mean;sd;bias;cp;mean;sd;bias;cp
1;-0,993983399;0,148058767;-0,006016601;1;-0,443369774;0,152738308;-0,113260453;1;-0,425424279;0,259308579;1,127121393;1;;-1,013202633;0,167502099;0,013202633;0,94;-0,506641505;0,165813793;0,01328301;0,945;-0,182500721;0,273226584;-0,087496393;0,935
2;-0,858839526;0,146960221;-0,141160474;1;-0,577174438;0,156870538;0,154348876;1;-0,493705666;0,256158645;1,468528331;1;;;;;;;;;;;;;
3;-1,206288479;0,169860581;0,206288479;1;-0,345917514;0,157880266;-0,308164972;1;-0,04611919;0,2812829;-0,769404051;1;;;;;;;;;;;;;
4;-0,783289845;0,15364354;-0,216710155;1;-0,435469885;0,162261891;-0,12906023;1;-0,638999823;0,271563925;2,194999115;1;;;;;;;;;;;;;
5;-0,946900554;0,158908186;-0,053099446;1;-0,285289275;0,143700403;-0,42942145;1;-0,331412826;0,249584384;0,657064132;1;;;;;;;;;;;;;
6;-1,186517851;0,174618828;0,186517851;1;-0,447458584;0,154475536;-0,105082832;1;0,050794172;0,28677726;-1,253970859;1;;;;;;;;;;;;;
7;-1,274297339;0,17689366;0,274297339;1;-0,340921678;0,168058422;-0,318156644;1;-0,028763025;0,278529248;-0,856184875;1;;;;;;;;;;;;;
8;-1,085992261;0,171264057;0,085992261;1;-0,733469876;0,172807338;0,466939752;1;0,14616422;0,255619707;-1,730821102;1;;;;;;;;;;;;;
9;-0,960673495;0,137640473;-0,039326505;1;-0,450707718;0,144613022;-0,098584564;1;-0,254709258;0,239902496;0,27354629;1;;;;;;;;;;;;;
10;-0,989978892;0,15322543;-0,010021108;1;-0,335394462;0,151250141;-0,329211077;1;-0,312288127;0,25509984;0,561440637;1;;;;;;;;;;;;;
11;-0,980786741;0,177807073;-0,019213259;1;-0,690881633;0,181516879;0,381763267;1;-0,15867392;0,290875718;-0,206630399;1;;;;;;;;;;;;;
12;-1,20750489;0,171029266;0,20750489;1;-0,488747258;0,164124757;-0,022505484;1;0,114075906;0,264976355;-1,570379532;1;;;;;;;;;;;;;
13;-0,936353767;0,148909066;-0,063646233;1;-0,430371622;0,152140694;-0,139256756;1;-0,385281321;0,249516738;0,926406605;1;;;;;;;;;;;;;
14;-0,69359118;0,145585374;-0,30640882;0;-0,424076205;0,156679847;-0,151847591;1;-0,585094058;0,256305385;1,925470292;1;;;;;;;;;;;;;
15;-0,857399727;0,153161566;-0,142600273;1;-0,6977191;0,1600306;0,3954382;1;-0,330485849;0,260158671;0,652429245;1;;;;;;;;;;;;;
16;-1,096081249;0,163887396;0,096081249;1;-0,488525623;0,152923055;-0,022948755;1;0,022542283;0,262812553;-1,112711414;1;;;;;;;;;;;;;
17;-1,157378055;0,170481208;0,157378055;1;-0,484190728;0,1586973;-0,031618543;1;0,151612047;0,263525885;-1,758060237;1;;;;;;;;;;;;;
18;-1,114409879;0,145582056;0,114409879;1;-0,473300125;0,14307183;-0,05339975;1;0,092710066;0,234634274;-1,46355033;1;;;;;;;;;;;;;
19;-1,286605329;0,154810642;0,286605329;1;-0,511735384;0,155121789;0,023470767;1;0,175255724;0,249268447;-1,87627862;1;;;;;;;;;;;;;
20;-0,895900848;0,16246946;-0,104099152;1;-0,615972485;0,15925512;0,231944971;1;-0,269001381;0,263396975;0,345006904;1;;;;;;;;;;;;;
21;-0,798904293;0,158819218;-0,201095707;1;-0,630294862;0,163328721;0,260589724;1;-0,240665167;0,263161977;0,203325837;1;;;;;;;;;;;;;
22;-1,022969876;0,168982754;0,022969876;1;-0,285499911;0,15265319;-0,429000179;1;-0,359855714;0,267730686;0,79927857;1;;;;;;;;;;;;;
23;-0,990937694;0,163091816;-0,009062306;1;-0,741551408;0,174450925;0,483102815;1;-0,352741449;0,273502697;0,763707243;1;;;;;;;;;;;;;
24;-1,212576514;0,160995123;0,212576514;1;-0,450986205;0,146458056;-0,09802759;1;0,277851071;0,240183123;-2,389255357;0;;;;;;;;;;;;;
25;-0,804088279;0,124178095;-0,195911721;1;-0,578715383;0,131206249;0,157430765;1;-0,494417077;0,225365913;1,472085386;1;;;;;;;;;;;;;
