;mean;se;bias;cp;mean;se;bias;cp;mean;se;bias;cp;;mean;sd;bias;cp;mean;sd;bias;cp;mean;sd;bias;cp
1;0,320309702;0,150597273;-0,466150496;1;-0,060979354;0,114948909;-1,304896768;0;0,948454631;0,202410831;1,371136578;0;;0,592005401;0,168565414;-0,013324331;0,945;0,203335633;0,13183239;0,016678165;0,942;0,388548381;0,226009759;-0,028629047;0,946
2;0,309956682;0,161994897;-0,48340553;1;0,199526569;0,128072129;-0,002367157;1;0,781233529;0,221748199;0,953083822;1;;;;;;;;;;;;;
3;0,487605494;0,159625968;-0,187324176;1;0,256478897;0,120861059;0,282394486;1;0,331268942;0,20908306;-0,171827645;1;;;;;;;;;;;;;
4;0,607902157;0,150030865;0,013170262;1;0,128124575;0,10943742;-0,359377125;1;-0,01273964;0,193840548;-1,0318491;0;;;;;;;;;;;;;
5;0,721754213;0,170733082;0,202923688;1;0,028210889;0,128641444;-0,858945557;1;0,35782591;0,227767713;-0,105435225;1;;;;;;;;;;;;;
6;0,801764263;0,16460971;0,336273772;1;0,274367776;0,127901902;0,37183888;1;0,21159634;0,222710021;-0,471009149;1;;;;;;;;;;;;;
7;0,624585919;0,18065129;0,040976532;1;0,301778331;0,133449647;0,508891657;1;0,395135316;0,241126584;-0,012161711;1;;;;;;;;;;;;;
8;0,442354701;0,158805066;-0,262742166;1;0,287550722;0,125480741;0,437753609;1;0,603421254;0,219748706;0,508553134;1;;;;;;;;;;;;;
9;0,364489874;0,160542532;-0,392516877;1;0,315248789;0,127258075;0,576243943;1;0,800695287;0,220387682;1,001738217;1;;;;;;;;;;;;;
10;0,77943239;0,177838958;0,299053983;1;0,273998403;0,137054528;0,369992017;1;0,200206552;0,218285097;-0,49948362;1;;;;;;;;;;;;;
11;0,506556728;0,168048033;-0,155738786;1;0,352974248;0,128649713;0,764871241;1;0,545357271;0,216377198;0,363393177;1;;;;;;;;;;;;;
12;0,547065106;0,153890446;-0,088224824;1;0,008508625;0,115393351;-0,957456877;1;0,287445655;0,186014202;-0,281385863;1;;;;;;;;;;;;;
13;0,571808154;0,147528553;-0,04698641;1;0,123951891;0,114212238;-0,380240544;1;0,290142836;0,189633821;-0,274642909;1;;;;;;;;;;;;;
14;0,685773624;0,169839335;0,14295604;1;0,079204955;0,13395443;-0,603975226;1;0,411241894;0,224877386;0,028104735;1;;;;;;;;;;;;;
15;0,373840704;0,156071514;-0,376932159;1;0,320334672;0,119008322;0,60167336;1;0,413202103;0,20347675;0,033005257;1;;;;;;;;;;;;;
16;0,223245421;0,14090849;-0,627924298;0;0,113679597;0,108210062;-0,431602016;1;0,548694331;0,188459508;0,371735829;1;;;;;;;;;;;;;
17;0,506774409;0,153326286;-0,155375985;1;0,072910388;0,115392954;-0,635448058;1;0,315593228;0,198541317;-0,21101693;1;;;;;;;;;;;;;
18;0,548685541;0,162712989;-0,085524098;1;0,398065003;0,12542532;0,990325013;1;0,211276;0,216412168;-0,471810001;1;;;;;;;;;;;;;
19;0,687007359;0,186005749;0,145012266;1;0,1891905;0,139758679;-0,0540475;1;0,467021683;0,255127299;0,167554208;1;;;;;;;;;;;;;
20;0,644855846;0,170333527;0,074759743;1;0,36656746;0,130496198;0,832837302;1;0,256587662;0,231007426;-0,358530845;1;;;;;;;;;;;;;
21;0,567534706;0,165533768;-0,054108823;1;0,189369528;0,126595529;-0,05315236;1;0,372605574;0,214795769;-0,068486065;1;;;;;;;;;;;;;
22;0,515156543;0,159358458;-0,141405762;1;0,38476399;0,130067801;0,92381995;1;0,292727419;0,206574648;-0,268181451;1;;;;;;;;;;;;;
23;0,26582336;0,149872808;-0,556961067;0;0,365643172;0,118498009;0,82821586;1;0,67044142;0,203057459;0,67610355;1;;;;;;;;;;;;;
24;0,475300254;0,163789201;-0,207832911;1;0,220148733;0,130241798;0,100743665;1;0,378069788;0,221118708;-0,05482553;1;;;;;;;;;;;;;
25;0,81927492;0,176017422;0,3654582;1;0,147256204;0,140445979;-0,263718982;1;0,417712823;0,231582369;0,044282058;1;;;;;;;;;;;;;
26;0,74892368;0,166600722;0,248206134;1;0,280979434;0,132957245;0,40489717;1;0,145183761;0,229097027;-0,637040598;1;;;;;;;;;;;;;
27;0,689380383;0,163613067;0,148967305;1;0,069779168;0,120194384;-0,651104159;1;0,174377791;0,21206474;-0,564055522;1;;;;;;;;;;;;;
28;0,661435379;0,170737672;0,102392299;1;0,293270047;0,132517871;0,466350236;1;0,158670295;0,231704728;-0,603324262;1;;;;;;;;;;;;;
29;0,89450277;0,157044905;0,490837951;1;0,027443743;0,129046179;-0,862781286;1;0,251416682;0,212605279;-0,371458296;1;;;;;;;;;;;;;
30;0,657487882;0,188221149;0,095813136;1;0,370428248;0,138136662;0,852141241;1;0,311661579;0,23838425;-0,220846052;1;;;;;;;;;;;;;
31;0,822460737;0,169945647;0,370767896;1;-0,003628675;0,13342154;-1,018143374;1;0,396357885;0,22804283;-0,009105289;1;;;;;;;;;;;;;
